,Abstract,Task 1
31053,"Our approach toward the afore-mentioned problems may be later extended to any language with bound variables, i.e., with scopes and declarations.",OTHERS
31060,(Very small!),OTHERS
31062,(A typable term almost always starts with an abstraction.),OTHERS
31085,Applications of the proposed method in control and system planning are discussed.,OTHERS
31095,"Lastly, various experiments with two real world datasets are presented.",OTHERS
31218,The codes and mobile application will be made available for further research purposes.,OTHERS
31240,The simulations validate our idea.,OTHERS
31323,The codes and pretrained models used in this study are publicly available. https://github.com/kenshohara/3D-ResNets-PyTorch,OTHERS
31363,The MATLAB source code of the proposed metrics is available at https://dl.dropboxusercontent.com/u/74505502/MUG.m and https://dl.dropboxusercontent.com/u/74505502/MUGplus.m.,OTHERS
31402,A pytorch implementation is available at https://github.com/Prinsphield/ELEGANT.,OTHERS
31422,"To the best of our knowledge, this work is the first quantitative evaluation of the accuracy of large-scale DNNs on resistive crossbar based hardware.",OTHERS
31500,healthy or sick).,OTHERS
31504,However there are many recent papers that seem as though this is the goal.,OTHERS
31509,"At the end, we will discuss several open problems and future research directions.",OTHERS
31527,"In this situation, damage recovery can be seen as a Reinforcement Learning (RL) problem.",OTHERS
31539,Our code and the link for the benchmark dataset downloads are available in our project website. http://github.com/mikacuy/pointnetvlad/,OTHERS
31576,This article is under consideration for acceptance in TPLP.,OTHERS
31588,"Multiple users, Alices, send confidential messages to a common legitimate base-station, Bob, in the presence of an eavesdropper, Eve.",OTHERS
31637,We outline the possible extensions of this architecture and argue on how several problems within the fields of Interactive Rendering and Visualization can benefit from it.,OTHERS
31881,"However, this metric is used for offline characterisation, which is inappropriate for memory.",OTHERS
31883,These are reported errors which would have no impact on the program if they were ignored.,OTHERS
31943,We give a gentle introduction to neural networks and discuss the results of this prediction method when scanning very large test sets for examples of IDP simplices.,OTHERS
32037,"These outcomes expand the understandings on the usage of the term ""fake news"", helping to comprehend and more accurately characterize this relevant social phenomenon linked to misinformation and manipulation.",OTHERS
32079,It is available as a VST/AU plugin for use in a Digital Audio Workstation.,OTHERS
32095,It targets academic researchers and practitioners who are familiar with the PATSTAT database and the MySQL language.,OTHERS
32195,"In contrast, the problem is known to be solvable in polynomial time for comparability graphs of partially ordered sets with interval dimension at most 2 and height at most 2.",OTHERS
32275,"Through experimentation on the OASIS MRI dataset, we show that with training size almost 10 times smaller than the state-of-the-art, we reach comparable or even better performance than current deep-learning based methods.",OTHERS
32476,In general the achieved consensus value will be different to the one obtained by the corresponding DeGroot model,OTHERS
32523,We hope this work could lead to useful applications which link large corpora of real-world scenes with shoppable products.,OTHERS
32548,IEEE 802.11.,OTHERS
32576,"For example, detection of vehicles that violate traffic rules, parking enforcement, etc.",OTHERS
32597,"Seven emotional states including moderate and intense versions of three emotional families as anger, joy, and sadness, plus a neutral state are considered, with speech samples in Mandarin Chinese.",OTHERS
32623,"In the paper, the control problem with limitations on the magnitude and rate of the control action in aircraft control systems, is studied.",OTHERS
32754,We finally discuss implications for future touch-based smartwatch authentication design.,OTHERS
32776,It is amenable to implementation on parallel hardware and therefore capable of deployment in settings where real-time performance is required.,OTHERS
32915,An accompanying video is available online at https://youtu.be/B9WM557NP44.,OTHERS
32922,The Image-J plugin of the proposed method can be found online at http://fluobactracker.inrialpes.fr.,OTHERS
33013,We conclude by exploring how these insights may inspire new developments in online education.,OTHERS
33222,"However, V2G is a dynamic system where the participating EVs come and go independently.",OTHERS
33223,Thus it is not easy to estimate the regulation capacities for V2G.,OTHERS
33266,"In addition, its importance is further increased with growing uncertainties in the generation sector due to the high penetration of renewable energy and the introduction of demand side management strategies.",OTHERS
33267,An incremental improvement in grid-level demand forecast of anomalous days can potentially save millions of dollars.,OTHERS
33282,We release our code for ease of adoption.,OTHERS
33296,"The isomorphism allows the understanding of Lyapunov exponents in the simplified terms of Information Theory, rather than the traditional definitions in Chaos Theory.",OTHERS
33403,These extracted VGPs have the potential to improve language and image multimodal tasks such as visual question answering and image captioning.,OTHERS
33433,"Suppose that Alice and Bob are given each an infinite string, and they want to decide whether their two strings are in a given relation.",OTHERS
33434,How much communication do they need?,OTHERS
33535,Meaningful conclusions are finally derived.,OTHERS
33650,Our implementation is freely available at https://github.com/adalca/papago .,OTHERS
33758,"Finally, we outline directions to overcome the limitations of the current state-of-the-art.",OTHERS
33763,This paper is under consideration for publication in Theory and Practice of Logic Programming,OTHERS
33813,Software architecture (SA) is celebrating 25 years.,OTHERS
33977,"To complete this work, all the DNNs, as well as the software used for the analysis, are available online.",OTHERS
34025,"The simulation results are presented to demonstrate the effectiveness of the proposed control strategy in the presence of unknown parameters, unknown nonlinear functions and stochastic disturbances.",OTHERS
34043,We call this consequentialist conditional cooperation.,OTHERS
34080,These could then be compounded to provide system-wide inclusion to a wider range of (multi)-impairments.,OTHERS
34103,"By including prior beliefs, assuming parameters are drawn from a probability distribution, assuming the true value is a random variable for uncertainty intervals, using counter-factual plots for sanity checks, conducting predictive posterior checks, and out of sample predictions, we will better understand the phenomenon being studied, while at the same time avoid the obsession with p-values.",OTHERS
34355,This article was published in Data Mining and Knowledge Discovery and is accessible at http://dx.doi.org/10.1007/s10618-016-0467-9.,OTHERS
34365,"To the best of our knowledge, this work is the first to demonstrate the practical benefits of SGX for privacy-preserving CBR.",OTHERS
34456,"Unfortunately, these recurrences do not lend themselves to a direct recursive computation of the coefficients, owing among other things to a lack of initial conditions.",OTHERS
34582,We also collected a new multilingual multimodal product description dataset to simulate a real-world international online shopping scenario.,OTHERS
34673,We motivate this work in the context of broader goals in the field to achieve more explainability in AI.,OTHERS
34720,"In this paper, we review different methods to design or learn valid kernel functions for multiple outputs, paying particular attention to the connection between probabilistic and functional methods.",OTHERS
34735,"The implication and potential influence of this study are discussed, and the developed source code with the obtained experimental results are released as open source.",OTHERS
34754,"However, human preference in regard to living conditions is usually unknown and heterogeneous in its manifestation as control inputs to a building.",OTHERS
34755,"Furthermore, the occupants of a building typically lack the independent motivation necessary to contribute to and play a key role in the control of smart building infrastructure.",OTHERS
34831,"However, previous approaches have treated these technique separately.",OTHERS
34848,"Backdoor sets to heterogeneous base classes can be much smaller than backdoor sets to homogeneous ones, hence they are much more desirable but possibly harder to find.",OTHERS
34856,Extensive experiments are conducted on four benchmark datasets.,OTHERS
34993,"This paper explores the use of Pyramid Vector Quantization (PVQ) to reduce the computational cost for a variety of neural networks (NNs) while, at the same time, compressing the weights that describe them.",OTHERS
34994,This is based on the fact that the dot product between an N dimensional vector of real numbers and an N dimensional PVQ vector can be calculated with only additions and subtractions and one multiplication.,OTHERS
34995,"This is advantageous since tensor products, commonly used in NNs, can be re-conduced to a dot product or a set of dot products.",OTHERS
34996,"Finally, it is stressed that any NN architecture that is based on an operation that can be re-conduced to a dot product can benefit from the techniques described here.",OTHERS
35048,Finally we estimate each food's calorie.,OTHERS
35164,The paper is self-contained and requires no previous knowledge of parity games.,OTHERS
35173,The source code of our model is available at https://github.com/yongqyu/TCN.,OTHERS
35188,Maximova and V.V.,OTHERS
35189,Rybakov.,OTHERS
35238,"The input to the problem is an undirected edge-weighted graph with distinguished vertices s and t, and the goal is to find an s-t cut by assigning ""powers"" at the vertices and removing an edge if the sum of the powers at its endpoints is at least its weight.",OTHERS
35239,The objective is to minimize the sum of the assigned powers.,OTHERS
35289,Our results are supported by extensive experimentation spanning multiple language families and writing systems.,OTHERS
35329,"In this article, the authors share their results and challenges during the study.",OTHERS
35368,(2013) on the WSJ corpus.,OTHERS
35379,"Via simulations, the proposed algorithm is verified in various mobile environments.",OTHERS
35606,The strengths and benefits of the proposed method are highlighted by means of two numerical examples.,OTHERS
35614,Some examples are presented to show the application of the proposed method.,OTHERS
35654,"Finally, to foster research on this novel phenomenon, we make publicly available to the scientific community all the datasets used in this study.",OTHERS
35674,The algorithm does not require interference CSI at the base station or uplink users.,OTHERS
35676,We discuss the potential for using device-to-device side-channels to overcome this limitation in heterogeneous networks.,OTHERS
35787,"Throughout this work, we place special emphasis on the repeatability of results, the variability in the outcomes and the computational requirements.",OTHERS
35808,recommender systems.,OTHERS
35868,It is hoped that our software engineering colleagues will be motivated to conduct more research into the area of software psychology so as to understand more completely the possibilities for increased effectiveness and personal fulfillment among software engineers working alone and in teams.,OTHERS
35885,"The software main features are generated documentation, context checking and completion, and helpful error management.",OTHERS
35887,"Along with the description of the technical part of the interface, we try to gather the salient points pertaining to the psychological viewpoint of user experience (ux).",OTHERS
35888,We point out the differences between user interfaces and pure data management systems such as cgns.,OTHERS
35914,Our code is available at http://ai.bu.edu/r-c3d/.,OTHERS
36017,Numerical simulations are presented to demonstrate the performance of the algorithm for both homogeneous and inhomogeneous media.,OTHERS
36028,As Android's market share is rapidly growing around the world.,OTHERS
36071,"This paper describes how to obtain accurate 3D body models and texture of arbitrary people from a single, monocular video in which a person is moving.",OTHERS
36091,Proprotors have conflicting requirement for optimal hover and forward flight performance.,OTHERS
36098,A proof-of-concept scaled prototype is fabricated using commercial-off-the-shelf parts.,OTHERS
36246,Codes and trained model can be found in https://github.com/chanyn/HKRM.,OTHERS
36286,Three original representations are discussed.,OTHERS
36389,This will facilitate PaaS technology practitioners to have a more deep insight into market trends and technologies.,OTHERS
36403,Under i.i.d.,OTHERS
36404,"Rayleigh fading and equal signal-to-noise ratios (SNRs), this occurs for more than five transmitting users.",OTHERS
36483,Our code and models are available at: https://github.com/szq0214/DSOD .,OTHERS
36608,This scheme is a very popular practice in aggregated internet connections.,OTHERS
36645,"In this paper, we attempt to solve such schema integration problem.",OTHERS
36792,The experiments are conducted on two large public databases with annotations of facial attributes.,OTHERS
36817,This is the first algorithmic solution to the problem since it was raised more than 30 years ago.,OTHERS
36846,"Rank-deficient coupling allows exchange of limited state information, which is suitable for study of output coupling in multi-agent systems.",OTHERS
36854,"As a showcase, we apply the proposed tool to two application problems; distributed state estimation for linear systems, and practical synchronization of heterogeneous Van der Pol oscillators (for which phase cohesiveness is achieved).",OTHERS
36855,"We also present underlying intuition for two more applications; estimation of the number of nodes in a network, and a problem of distributed optimization.",OTHERS
37149,Nonetheless fails occur.,OTHERS
37150,"Sometimes due to pilot misreacting, flooded in information.",OTHERS
37191,Basic computer vision theory and manufacturing principles are also briefly discussed.,OTHERS
37246,"This paper is divided in two parts that can be read independently: The first part (main part) presents the model and main results, discusses some applications and sketches the main ideas of the proof.",OTHERS
37247,The second part (supplementary informations) is much more detailed and provides more examples as well as all the proofs.,OTHERS
37591,"Additionally, they can ensure that human-robot interaction is more responsive by resolving the problems of CR.",OTHERS
37594,"We assume that the wireless channel constitutes an observable (by the sensors/network nodes), spatiotemporal, conditionally Gaussian stochastic process, which is statistically dependent on a set of hidden channel parameters, called the channel state.",OTHERS
37595,"The channel state evolves in time according to a known, non stationary, nonlinear and/or non Gaussian Markov stochastic kernel.",OTHERS
37596,"This formulation results in a partially observable system, with a temporally varying global state and spatiotemporally varying observations.",OTHERS
37621,It seems crucial to accelerate research in this direction.,OTHERS
37631,This paper is under consideration for acceptance in Theory and Practice of Logic Programming.,OTHERS
37773,"To validate the effectiveness of the proposed Bi-CLSTM framework, we compare it with several state-of-the-art methods, including the CNN framework, on three widely used HSIs.",OTHERS
37811,The algorithm could be useful for obtaining representations of dimensions smaller than those available up to now to solve numerical problems.,OTHERS
37971,We provide experimental results demonstrating the advantage of the approach over uncoded and data replication strategies.,OTHERS
37980,"Our method is verified in various use case experiments, using cutting edge technologies such as 3D representations and precise measurements on surfaces from the acquired 3D models.",OTHERS
38008,"Code, data, and usage examples are available at https://github.com/mdeff/fma",OTHERS
38027,This paper presents the Computoser hybrid probability/rule based algorithm for music composition (http://computoser.com) and provides a reference implementation.,OTHERS
38036,10-millisecond computing raises many challenges for both software and hardware stacks.,OTHERS
38079,"Nowadays, providing higher data rate is a momentous goal for wireless communications systems.",OTHERS
38146,Software developers create and share code online to demonstrate programming language concepts and programming tasks.,OTHERS
38147,"Code snippets can be a useful way to explain and demonstrate a programming concept, but may not always be directly executable.",OTHERS
38152,"We also present Gistable, a database and extensible framework built on GitHub's gist system, which provides executable code snippets to enable reproducible studies in software engineering.",OTHERS
38153,"Gistable contains 10,259 code snippets, approximately 5,000 with a Dockerfile to configure and execute them without import error.",OTHERS
38154,Gistable is publicly available at https://github.com/gistable/gistable.,OTHERS
38184,"The Cloud radio access network (C-RAN) offers a revolutionary approach to cellular network deployment, management and evolution.",OTHERS
38187,"OOCRAN, oocran.dynu.com, is a software framework that is based on the NFV MANO architecture proposed by ETSI.",OTHERS
38301,"Finally, we give an outline of project future activities.",OTHERS
38404,Obtaining the optimal thresholds for an image by maximizing the entropy is extremely tedious and time consuming with increase in the number of thresholds.,OTHERS
38421,Our method may have other applications as well.,OTHERS
38471,This paper introduces a deep learning-based approach that can handle general high-dimensional parabolic PDEs.,OTHERS
38553,"Finally, we substantiate our analytical derivations with numerical results.",OTHERS
38587,"The term and its implications, however, are often confusing or misinterpreted.",OTHERS
38627,"Finally, we provide a possible explanation of the observed variation based on the type of negative constructions in each language.",OTHERS
38661,The three editions of the challenge organized in 2013--2015 have made THUMOS a common benchmark for action classification and detection and the annual challenge is widely attended by teams from around the world.,OTHERS
38747,Future AI is expected to amplify the problem even more.,OTHERS
38828,"Intuitively, it stands to reason that there exists a correlation among the concepts of objects, scenes, and events.",OTHERS
38908,V1 is a declarative visual query language for schema-based property graphs.,OTHERS
38909,"V1 supports property graphs with mixed (both directed and undirected) edges and half-edges, with multivalued and composite properties, and with empty property values.",OTHERS
38910,"V1 supports temporal data types, operators, and functions, and can be extended to support additional data types, operators, and functions (one spatiotemporal model is presented).",OTHERS
38911,"V1 is generic, concise, has rich expressive power, and is highly receptive and productive.",OTHERS
38952,From our deep analysis we unreveal important research directions for a next generation of OIE systems.,OTHERS
38953,A novel Mathematical Random Number Generator (MRNG) is presented here.,OTHERS
38956,"From those strings, the MRNG also generates random numbers expressed in base 10.",OTHERS
38980,This paper describes the monomodal and multimodal Neural Machine Translation systems developed by LIUM and CVC for WMT17 Shared Task on Multimodal Translation.,OTHERS
38994,This paper is under consideration for possible publication on Theory and Practice of Logic Programming.,OTHERS
39029,This webserver can be accessed at the URL: http://faculty.pieas.edu.pk/fayyaz/software.html#HoPItor.,OTHERS
39051,Our main contributions are summarized as follows.,OTHERS
39066,Our approach is based on the geometry of images in RGBXY-space.,OTHERS
39138,"However, we argue that in many cases it is more important to consider how humans perceive errors in camera estimation.",OTHERS
39183,"Building on this theoretical foundation, we propose a unified framework for ARQ-based secrecy in Wi-Fi networks.",OTHERS
39344,"Our hybrid 2D-3D architecture could be more generally applicable to other types of anisotropic 3D images, including video, and our recursive framework for any image labeling problem.",OTHERS
39390,A video of our experimental results can be found at https://goo.gl/pWbpcF.,OTHERS
39423,SimplE's code is available on GitHub at https://github.com/Mehran-k/SimplE.,OTHERS
39496,Our analytical insight is verified by simulation results.,OTHERS
39519,"This general-purpose solution can also be viewed as a listwise learning to rank approach, which is advantageous compared to recent local ranking approaches.",OTHERS
39543,The algorithm has been implemented and deployed in a consumer grade Android-based mobile device to evaluate the performance.,OTHERS
39569,This is relevant when fewer compute resources are available.,OTHERS
39661,"Our results obtained from this first run in Germany make us confident that the survey design and instrument are well-suited to be replicated and, thereby, to create a generalisable empirical basis of RE in practice.",OTHERS
39707,This work describes and documents the published BLEBeacon dataset.,OTHERS
39719,This work only touches the surface of the framework.,OTHERS
39720,Its power under other conditions is still open.,OTHERS
40117,The code is available at https://github.com/lanha/DSen2,OTHERS
40152,"To the best of our knowledge, this is the first attempt to characterize Pinterest at such a large scale.",OTHERS
40291,"Moreover, the size of the tree is difficult to obtain and it will be different for different active sites.",OTHERS
40294,"To get variable tree size, a variable-length version of the above algorithm is devised.",OTHERS
40301,We publish our code and models based on BMXNet for everyone to use.,OTHERS
40335,"Drawing on the dataset generated in the course of this analysis, as well as web services in the emerging digital history and philosophy of science ecosystem, we have developed an interactive web platform for exploring the content of JHB, and we provide a brief overview of the platform in this article.",OTHERS
40336,"As a whole, the data and analyses presented here provide a starting-place for further critical reflection on the evolution of the history of biology over the past half-century.",OTHERS
40368,"All SUs, belonging to a particular multicast group, are served by the CBS using a common primary user (PU) channel.",OTHERS
40429,We present a novel architectural enhancement of Channel Boosting in deep convolutional neural network (CNN).,OTHERS
40483,"The class of specifications includes practically important ones such as functional equivalence, associativity, commutativity, distributivity, monotonicity, idempotency, and non-interference.",OTHERS
40532,This document summarizes the major milestones in mobile Augmented Reality between 1968 and 2014.,OTHERS
40533,Major parts of the list were compiled by the member of the Christian Doppler Laboratory for Handheld Augmented Reality in 2010 (author list in alphabetical order) for the ISMAR society.,OTHERS
40534,"Later in 2013 it was updated, and more recent work was added during preparation of this report.",OTHERS
40535,Permission is granted to copy and modify.,OTHERS
40627,"Finally, the possible use of MAL in hybrid protocols and the parameters involved in making MAL successful are discussed.",OTHERS
40716,These works suffer from two key limitations.,OTHERS
40726,Such points are given the name of Doob random points.,OTHERS
40827,The ability to design and write computer programs is among the most indispensable skills that a modern researcher can cultivate.,OTHERS
40859,Its influence is pronounced when we apply the time-frequency analyses to extract the time-varying dynamics hidden inside the signal.,OTHERS
41020,"In this paper, we present two methods for parsing to a Universal Dependencies graph representation that explicitly encodes the elided material with additional nodes and edges.",OTHERS
41078,"Keywords: Cognitive Radio, Spectrum Sensing, Signal Detection, Primary User, Secondary User",OTHERS
41182,"We describe the details of the method and generation system, and then present results of experiments applying our method to probe for compositional information in embeddings from a number of existing sentence composition models.",OTHERS
41184,"We make available for public use the datasets used for these experiments, as well as the generation system.",OTHERS
41213,A framework is proposed that can be used by developers to improve the accessibility of an application.,OTHERS
41214,"The paper also discusses the programming aspects to be considered while developing an Android application, so that the application can be used by sighted as well as visually impaired users.",OTHERS
41274,We have evaluated existing and proposed features against several kinds of synthetic speech data from ASVspoof 2015 corpora.,OTHERS
41298,Homepage: https://github.com/wuhuikai/MSC.,OTHERS
41318,Code and CNN models are available at https://github.com/maups/hydra-fmow,OTHERS
41562,The CaringBridge (CB) dataset is a massive collection of journals written by patients and caregivers during a health crisis.,OTHERS
41615,"We hypothesize that the patterns and structure in natural language data enable LSTMs to learn by providing approximate ways of reducing loss, but understanding the effect of different training data on the learnability of LSTMs remains an open question.",OTHERS
41653,"To demonstrate the advantages of this framework, we present a new sampling algorithm, called Edge Sample and Discard (ESD).",OTHERS
41655,We provide a comparative analysis of the performance of ESD against two current state-of-the-art algorithms in terms of accuracy and complexity.,OTHERS
41657,We also characterize the impact of properties of the graph on the performance of our algorithm by testing on several Barabasi-Albert graphs.,OTHERS
41711,Availability: Quip is freely available under the BSD license from http://cs.washington.edu/homes/dcjones/quip.,OTHERS
41750,A notable aspect of the review is the use of Python Jupyter notebooks to introduce modern ML/statistical packages to readers using physics-inspired datasets (the Ising Model and Monte-Carlo simulations of supersymmetric decays of proton-proton collisions).,OTHERS
41752,(Notebooks are available at https://physics.bu.edu/~pankajm/MLnotebooks.html ),OTHERS
41775,Our code has also been made available at https://github.com/happynear/AMSoftmax,OTHERS
41792,"In the first class, velocities are given from which displacements are to be solved.",OTHERS
41793,"In the second class, velocities and accelerations are given from which displacements are to be solved.",OTHERS
41794,"And in the third class, accelerations are given from which velocities and displacements are to be solved.",OTHERS
41795,"Two-step methods are not self starting, so compatible one-step methods are provided to take that first step with.",OTHERS
41796,An algorithm is presented for controlling the step size so that the local truncation error does not exceed a specified tolerance.,OTHERS
41847,How an information spreads throughout a social network is a valuable knowledge sought by many groups such as marketing enterprises and political parties.,OTHERS
41848,"If they can somehow predict the impact of a given message or manipulate it in order to amplify how long it will spread, it would give them a huge advantage over their competitors.",OTHERS
41925,Source code is publicly available at https://imatge-upc.github.io/skiprnn-2017-telecombcn/ .,OTHERS
41971,We present some numerical results to corroborate our analytical findings and insights are provided for further exploration of the quantized systems with SP.,OTHERS
42137,The paper is concerned with faults due to inheritance and violation of java constraints.,OTHERS
42141,This model can be used for predicting software reliability.,OTHERS
42182,We demonstrate the effectiveness of our proposed techniques by reporting perplexities on a Mandarin-English task and derive significant reductions in perplexity.,OTHERS
42191,"We test our detector on two public activity detection benchmarks, THUMOS14 and ActivityNet.",OTHERS
42308,A comprehensive answer to this question remains beyond our reach and the scope of this paper.,OTHERS
42347,"Furthermore, methodology does not provide accurate estimates of absolute noise levels, but can provide estimates of relative change and/or trends in noise levels.",OTHERS
42506,"As we (#HackHarassment) complete further rounds of labelling, later iterations of this dataset will increase the available samples by at least an order of magnitude, enabling corresponding improvements in the quality of machine learning models for harassment detection.",OTHERS
42572,"In other directions, there are promising solutions employing machine learning techniques.",OTHERS
42573,"However, increasing accuracy requires an increase in system complexity that cannot be endured in many projects.",OTHERS
42714,The present work is expected to motivate further research in the active quest for absolute zero.,OTHERS
42780,An open source implementation of our Bayesian CNN sun estimator (Sun-BCNN) using Caffe is available at https://github. com/utiasSTARS/sun-bcnn-vo,OTHERS
42785,This is mostly beneficial for sequential successive-cancellation list decoders.,OTHERS
42802,"Currently, for malaria diagnosis the standard technique is microscopic examination of a stained blood film.",OTHERS
42825,This paper also systematically evaluates Intel's existing countermeasures against SgxPectre Attacks and discusses the security implications.,OTHERS
42867,A simulation example is given to verify the theoretical results.,OTHERS
42874,Extensive experiments are studied to access the performance of the proposed method.,OTHERS
42916,It is to be noted that such an interpretation is not available with feature learning approaches like Deep Learning (such as Convolutional Neural Network) or feature transformation approaches like Principal Component Analysis.,OTHERS
42979,"In addition, the method can be easily extended to materials carried on top of carrier vessels (i.e., plates, spoons, spatulas).",OTHERS
42999,Arguments in favour of a computationally mixed approach to linguistic structure will be presented as an alternative that offers advantages to uniform D&C approaches.,OTHERS
43093,This paper is a preliminary shorter version of a more detailed survey which is work in progress.,OTHERS
43119,"Here, we focus on one such problem in the domain of robotics.",OTHERS
43153,WaveFlow source code can be found at github.com/waveflow-team/waveflow,OTHERS
43164,"Keywords: didactics, information and cybernetic approach, computer modeling of process of training.",OTHERS
43185,"For a fixed class C of oriented graphs, the orientation completion problem asks whether a given partially oriented graph P can be completed to an oriented graph in C by orienting the (non-oriented) edges in P. Orien- tation completion problems commonly generalize several existing problems including recognition of certain classes of graphs and digraphs as well as extending representations of certain geometrically representable graphs.",OTHERS
43389,"We evaluate our model's performance on a new dataset containing 10,050 pairs of navigation instructions.",OTHERS
43422,The database is publicly available at http://live.ece.utexas.edu/research/LIVE_NFLX_II/live_nflx_plus.html.,OTHERS
43427,Integrat- ing Revolve into a modern python HPC code and combining it with code generation is not straightforward.,OTHERS
43527,"We present a qualitative and quantitative analysis of the jihadist rhetoric in the corpus, examine the network of Twitter users, outline the technical procedure used to train the system, and discuss examples of use.",OTHERS
43531,The contribution of this paper is two-fold.,OTHERS
43589,"The conditions under which this decoupling procedure works are discussed, and the method is illustrated on several numerical examples.",OTHERS
43609,This paper is under consideration for acceptance in Theory and Practice of Logic Programming.,OTHERS
43665,Our results inform the relationship between superquantum nonlocality and the collapse of communication complexity.,OTHERS
43707,Extensive experiments are performed on four challenging datasets.,OTHERS
43859,Such a review is particularly useful given the rapid expansion of predictive modeling research in MOOCs since the emergence of major MOOC platforms in 2012.,OTHERS
43867,The system is available at http://www.grupolys.org/software/UUUSA/,OTHERS
43946,The utilization of web mapping becomes increasingly important in the domain of cartography.,OTHERS
44249,The code is available at https://github.com/layumi/Person-reID_GAN.,OTHERS
44361,This dataset along with our baseline implementations is made publicly available for research purposes.,OTHERS
44407,"However, with such power comes the responsibility of ensuring the correctness of these operations.",OTHERS
44489,"Protocol 1 requires a file size that is exponential in the number of files in the system, while Protocol 2 requires a file size that is independent of the number of files and is hence simpler.",OTHERS
44501,"We call this learning mechanism ""theory-driven"", as it explicitly uses domain-specific theories to guide the learning, thus distinguishing itself from purely data-driven supervised learning.",OTHERS
44559,We call this issue the reference ambiguity.,OTHERS
44631,An in-depth analysis is carried out between the results of the seeding methods and the vanilla Rolling Horizon Evolution.,OTHERS
44653,We demonstrate substantial performance gains in terms of mean square error over the base learners through an extensive set of benchmark real data sets and simulated examples.,OTHERS
44680,"Keywords: Organic worldview, topological representation, tweet locations, natural cities, scaling of geographic space",OTHERS
44687,"As per our knowledge, this is the first paper to propose a working and scalable deep learning model for this problem.",OTHERS
44792,These findings motivated us to look more closely at the effects of heroes on software development.,OTHERS
44799,"In summary, our empirical results call for a revision of a long-held truism in software engineering.",OTHERS
44826,Our datasets and annotations will be made publicly available.,OTHERS
44868,Code is available at https://github.com/alldbi/FLM,OTHERS
44902,(2004).,OTHERS
44940,Every year UN member states deliver statements during the General Debate on their governments' perspective on major issues in world politics.,OTHERS
44962,"All texture images, depth images, rendered image pairs in MCL-3D and their MOS values obtained in the subjective test are available to the public (http://mcl.usc.edu/mcl-3d-database/) for future research and development.",OTHERS
45042,"However, delivery and supplier relationship management are also equally important for a firm in evaluating the supplier.",OTHERS
45126,"We describe the motivation, setup, and participation of the shared task, provide discussion of some highlighted results, and discuss lessons learned.",OTHERS
45182,A kind of hidden knowledge extracted from data is association rules.,OTHERS
45281,We apply our framework to the task of recommending complementary tops for a given bottom clothing item.,OTHERS
45291,Source code for this study is at https://github.com/robintibor/generative-reversible,OTHERS
45318,The possibility of creating a training program for the training of students of pedagogical institutes are considered.,OTHERS
45319,A tower is a sequence of words alternating between two languages in such a way that every word is a subsequence of the following word.,OTHERS
45320,The height of the tower is the number of words in the sequence.,OTHERS
45325,"In this case, there is a gap between the lower and upper bound, and the asymptotically optimal bound remains an open problem.",OTHERS
45526,It involves repeated interaction requiring learning in the form of adaption to the human conversation partner.,OTHERS
45533,A story that explains some of these is the Social Intelligence Hypothesis.,OTHERS
45535,"Whilst it is always possible to 'compile' the results of learning into a TM, this would not be a designed TM and would not be able to continually adapt (pass future TTs).",OTHERS
45635,We need to search the information will specialize tools known generically search engine.,OTHERS
45653,Our code will be released later.,OTHERS
45687,"Specifically, we focused on papers and works developed by the Teamcore of University of Southern California, which deepened different directions in this field.",OTHERS
45688,"After a brief introduction on Stackelberg Security Games (SSGs) and the poaching setting, the rest of the work presents how to model a boundedly rational attacker taking into account her human behavior, then describes how to face the problem of having attacker's payoffs not defined and how to estimate them and, finally, presents how online learning techniques have been exploited to learn a model of the attacker.",OTHERS
45859,We investigate the abrupt breakdown behavior of coupled distribution grids under load growth.,OTHERS
45860,This scenario mimics the ever-increasing customer demand and the foreseen introduction of energy hubs interconnecting the different energy vectors.,OTHERS
45951,Code available at https://github.com/arunmallya/packnet,OTHERS
45976,We discuss how they are related to distributed systems and other areas of knowledge.,OTHERS
46112,Applications for such a system include high-speed drone navigation and directing visually impaired pedestrians.,OTHERS
46192,We evaluate our techniques using meaningful queries on biomedical data.,OTHERS
46258,Both analytical proof and simulation results are provided to validate exponential convergence of the proposed distributed algorithms in solving linear equations.,OTHERS
46479,"We further explore the prospects of our approach by applying it on multiple models of the same language and transferring words between the two models, thus solving the problem of missing words in a model.",OTHERS
46560,The results described in this paper were implemented in the Matlab Toolbox Pessoa which we used to workout several illustrative examples reported in this paper.,OTHERS
46646,We discuss practical implications of these results and suggest heuristics to cope with privacy concerns when designing IoT systems.,OTHERS
46661,This dataset could then be used to train a CNN regressor to learn end-to-end stereo object localization from a set of two standard uncalibrated cameras.,OTHERS
46700,"Although the main aim of the conformalClassification package is to generate CP errors (p-values) for classification problems, the package also implements various diagnostic measures such as deviation from validity, error rate, efficiency, observed fuzziness and calibration plots.",OTHERS
46701,"In future releases, we plan to extend the package to use other machine learning algorithms, (e.g. support vector machines) for model fitting.",OTHERS
46712,This transformation is done in two phases.,OTHERS
46756,We also introduce twenty new potential drug-target pairs for interaction based on high prediction scores.,OTHERS
46757,Codes Available: https: // github. com/ farshidrayhanuiu/ FRnet-DTI/ Web Implementation: http: // farshidrayhan. pythonanywhere. com/ FRnet-DTI/,OTHERS
46776,"In this work, we present detailed description of the software.",OTHERS
