,Abstract,Task 1
29459,"We propose and explore a new objective function, which allows to obtain plasticity rules for the afferent synaptic weights.",OBJECTIVES
29479,"In this paper, we are concerned with enhancing the opacity using insertion functions, while at the same time, enforcing the task specification in a parametric stochastic discrete event system.",OBJECTIVES
29490,"In this paper, we revisit the problem of cell selection to maintain an acceptable level of service, despite the underlying intermittent link connectivity typical of mmWave links.",OBJECTIVES
29498,"However, the generalization capability of deep models on test data with different distributions remain as a major challenge.",OBJECTIVES
29499,"In this paper, we propose the PnPAdaNet (plug-and-play adversarial domain adaptation network) for adapting segmentation networks between different modalities of medical images, e.g., MRI and CT. We propose to tackle the significant domain shift by aligning the feature spaces of source and target domains in an unsupervised manner.",OBJECTIVES/METHODS
29507,"Unlike other verification problems, it needs to model minute but critical details between genuine and forged signatures, because a skilled falsification might often resembles the real signature with small deformation.",OBJECTIVES
29508,This verification task is even harder in writer independent scenarios which is undeniably fiscal for realistic cases.,OBJECTIVES
29514,This paper addresses the problem of designing LDPC decoders robust to transient errors introduced by a faulty hardware.,OBJECTIVES
29526,"In this paper, we propose an algorithm to compute the t-signature.",OBJECTIVES
29530,"While a natural generalization of the perfect assembly formulation to these cases would be to consider a rate-distortion framework, partial assemblies are usually represented in terms of an assembly graph, making the definition of a distortion measure challenging.",OBJECTIVES
29537,"In this paper, we address the widespread misconception that thresholding verification-like scores is a good way to solve the open-set face identification problem, by formulating an open-set face identification protocol and evaluating different strategies for assessing similarity.",OBJECTIVES
29546,How will the designers settle on a metric for their product to optimise?,OBJECTIVES
29549,"We propose that the large-scale interactions of a nation's citizens with its online resources can reveal the complex dynamics of their collective psychology, including their assessment of future system states.",OBJECTIVES
29550,Here we introduce a behavioral index of Chinese Consumer Confidence (C3I) that computationally relates large-scale online search behavior recorded by Google Trends data to the macroscopic variable of consumer confidence.,OBJECTIVES
29553,"To obtain such benefits, we need to have not only good estimates of how the traffic is formed but also to have target strategies to reduce enough vehicles from the best possible roads in a feasible way.",OBJECTIVES
29554,"The opportunity is that during large events the traffic inconveniences in large cities are unusually high, yet temporary, and the entire population may be more willing to adopt collective recommendations for social good.",OBJECTIVES
29567,Here we introduce a possibility to address a message to a given neighbour.,OBJECTIVES
29573,"In other words, the algorithm is used to achieve the best solution from the initial random threshold values or solutions and to evaluate the quality of a solution correlation function is used.",OBJECTIVES
29585,"In our work we formulate a range of assumptions concerning possible upper and lower bounds of R* parameters, their interdependency and their influence on R* performance.",OBJECTIVES/METHODS
29589,"We consider the problem of uncertain edge costs, with potential probabilistic dependencies among the costs.",OBJECTIVES
29596,In this paper we study properties of systems consisting only of linear inferences.,BACKGROUND/OBJECTIVES
29599,"We draw tools and concepts from term rewriting, Boolean function theory and graph theory in order to access some required intermediate results.",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
29603,"In this paper, a novel algorithm named negotiation-based MARL with sparse interactions (NegoSI) is presented.",OBJECTIVES/METHODS
29611,Improving performance of logic programs is thus one of the holy grails of Prolog system implementations and a wide range of approaches have historically been taken towards this goal.,BACKGROUND/OBJECTIVES
29612,Designing computational models that both exploit the available parallelism in a given application and that try hard to reduce the explored search space has been an ongoing line of research for many years.,OBJECTIVES/METHODS
29615,"We present some of the experiments we have performed to best test our design for a library for MathScheme, the mechanized mathematics software system we are building.",OBJECTIVES
29616,"We wish for our library design to use and reflect, as much as possible, the mathematical structure present in the objects which populate the library.",OBJECTIVES
29617,"This manual describes the competition software for the Simulated Car Racing Championship, an international competition held at major conferences in the field of Evolutionary Computation and in the field of Computational Intelligence and Games.",OBJECTIVES
29619,"In this paper, we introduce a rule-based approach to annotate Locative and Directional Expressions in Arabic natural language text.",OBJECTIVES
29628,"This paper proposes a new modulation scheme, called flexible multi-group single-carrier (FMG-SC), which encapsulates both OFDM and SC-FDE as special cases, thus achieving more flexible rate-PAPR trade-offs between them.",OBJECTIVES
29630,We aim to maximize the achievable sum-rate of all groups by optimizing the subcarrier-group mapping.,OBJECTIVES
29634,"In this poster we will show that Tsai et al., scheme is also vulnerable to undetectable online password guessing attack, on success of the attack, the adversary can perform all major cryptographic attacks.",OBJECTIVES
29635,"As apart of our contribution, we have proposed an improved scheme which overcomes the defects in Tsai et al. and Yeh et al. schemes.",OBJECTIVES
29638,"The characteristics of networks derived from spatial atomic/molecular systems exemplified by self-organized residue networks and block copolymers, atomic clusters and well-compressed polymeric melts are studied.",OBJECTIVES
29644,"Consequently, an automatic classification framework for breast cancer identification is worthwhile to develop.",OBJECTIVES
29651,We present the first sample compression algorithm for nearest neighbors with non-trivial performance guarantees.,OBJECTIVES
29652,"We complement these guarantees by demonstrating almost matching hardness lower bounds, which show that our bound is nearly optimal.",OBJECTIVES
29655,We discuss the legacy of Alan Turing and his impact on computability and analysis.,OBJECTIVES
29659,"This paper expands on an earlier discussion by Garrabrant, which notes there are ""(at least) four different mechanisms"" that relate to Goodhart's Law.",OBJECTIVES
29660,"This paper is intended to explore these mechanisms further, and specify more clearly how they occur.",OBJECTIVES
29670,"This paper presents a new way to study registration based trackers by decomposing them into three constituent sub modules: appearance model, state space model and search method.",OBJECTIVES
29673,"In such cases, our breakdown can help to experimentally find the best combination of methods for these sub modules while also providing a framework within which the contributions of the new tracker can be clearly demarcated and thus studied better.",OBJECTIVES
29674,We show how existing trackers can be broken down using the suggested methodology and compare the performance of the default configuration chosen by the authors against other possible combinations to demonstrate the new insights that can be gained by such an approach.,OBJECTIVES
29675,We also present an open source system that provides a convenient interface to plug in a new method for any sub module and test it against all possible combinations of methods for the other two sub modules while also serving as a fast and efficient solution for practical tracking requirements.,OBJECTIVES
29677,"In this paper, we propose MDNet to establish a direct multimodal mapping between medical images and diagnostic reports that can read images, generate diagnostic reports, retrieve images by symptom descriptions, and visualize attention, to provide justifications of the network diagnosis process.",OBJECTIVES
29687,"In this paper, we compare several attention mechanism on the multimodal translation task (English, image to German) and evaluate the ability of the model to make use of images to improve translation.",OBJECTIVES/METHODS
29689,"This paper develops new theory and algorithms to recover signals that are approximately sparse in some general dictionary (i.e., a basis, frame, or over-/incomplete matrix) but corrupted by a combination of interference having a sparse representation in a second general dictionary and measurement noise.",OBJECTIVES
29690,The algorithms and analytical recovery conditions consider varying degrees of signal and interference support-set knowledge.,OBJECTIVES
29691,"Particular applications covered by the proposed framework include the restoration of signals impaired by impulse noise, narrowband interference, or saturation/clipping, as well as image in-painting, super-resolution, and signal separation.",OBJECTIVES
29698,"To solve this problem, this paper firstly proposed a distributed sliding super point detection algorithm running on GPU.",OBJECTIVES
29709,We bridge these two approaches to develop a biologically realistic learning rule for reservoir computing.,OBJECTIVES/RESULTS
29713,The aim is to minimize the cost of the supply chain so as to satisfy the demands when the quantity of item that can be held in inventory at each period is limited.,BACKGROUND/OBJECTIVES
29714,"The inventory bounds can be imposed at the retailer level, at the supplier level or at both levels.",BACKGROUND/OBJECTIVES
29720,"Methods for teaching machines to answer visual questions have made significant progress in the last few years, but although demonstrating impressive results on particular datasets, these methods lack some important human capabilities, including integrating new visual classes and concepts in a modular manner, providing explanations for the answer and handling new domains without new examples.",BACKGROUND/OBJECTIVES
29725,Technical Universities (TUs) exhibit a distinct ranking performance in comparison with other universities.,OBJECTIVES/RESULTS
29729,Communication systems for multicasting information and energy simultaneously to more than one user are investigated.,OBJECTIVES
29730,"In the system under study, a transmitter sends the same message and signal to multiple receivers over distinct and independent channels.",OBJECTIVES
29734,"The problem of receiver segmentation, in which the receivers are divided into several groups, is also considered.",OBJECTIVES
29735,We review topics in the theory of cellular automata and dynamical systems that are related to the Moore-Myhill Garden of Eden theorem.,OBJECTIVES/RESULTS
29738,"This 3D information introduces a new conceptual change that can be utilized to improve the results of over-segmentation, which uses mainly color information, and to generate clusters of points we call super-points.",OBJECTIVES
29745,"In the article, an experiment is aimed at clarifying the transfer efficiency of the database in the cloud infrastructure.",OBJECTIVES
29754,It is imperative for such systems to attain a degree of self-management.,OBJECTIVES
29756,"In this paper, we discuss the self-healing model for dynamic reconfigurable systems.",OBJECTIVES
29762,"In this paper, we show that this is also true for more recently proposed embedding-based query expansion methods.",OBJECTIVES
29768,An important problem is to establish whether or not a given cluster algebra is of finite type.,OBJECTIVES/RESULTS/CONCLUSIONS
29773,This paper presents a novel approach for learning self-awareness models for autonomous vehicles.,OBJECTIVES
29786,What makes us like or dislike such and such language or paradigm?,OBJECTIVES
29787,Why do we shape our programs the way we do?,OBJECTIVES
29788,"By answering these questions from the angle of aesthetics, we may be able to shed some new light on the art of programming.",OBJECTIVES
29803,We propose a method to improve traditional character-based PPM text compression algorithms.,OBJECTIVES
29810,"However, they conjectured that this is feasible for small parameters only.",BACKGROUND/OBJECTIVES
29811,"In this paper, we present a new attack against the improved fuzzy vault scheme based on the extended Euclidean algorithm that determines if two records are related and recovers the elements by which the protected features, e.g., the biometric templates, differ.",OBJECTIVES/METHODS
29813,"Furthermore, we show how this attack can be extended to fully recover both feature sets from related vault records much more efficiently than possible by attacking each record individually.",OBJECTIVES/RESULTS
29814,We complement this work by deriving lower bounds for record multiplicity attacks and use these to show that our attack is asymptotically optimal in an information theoretic sense.,OBJECTIVES/RESULTS
29815,"Finally, we propose remedies to harden the scheme against record multiplicity attacks.",OBJECTIVES/RESULTS
29819,"We present a formal semantics for reversible computation in this language and prove its main properties, including its causal consistency.",OBJECTIVES
29820,We also build on top of it a rollback operator that can be used to undo the actions of a process up to a given checkpoint.,OBJECTIVES
29822,"This paper provides an analysis of a well-known model for resource sharing, the 'share-constrained proportional allocation' mechanism, to realize network slicing.",OBJECTIVES
29832,The goal of this chapter is to bridge the gap between expert users and lay users.,OBJECTIVES
29838,"In this paper, we propose a novel deep learning model for air quality (mainly PM2.5) forecasting, which learns the spatial-temporal correlation features and interdependence of multivariate air quality related time series data by hybrid deep learning architecture.",OBJECTIVES
29846,The present study suggests that emotional intensity in the case of near-miss is in part predicted by Simplicity Theory.,OBJECTIVES
29847,"To improve the efficiency of surgical trajectory segmentation for robot learning in robot-assisted minimally invasive surgery, this paper presents a fast unsupervised method using video and kinematic data, followed by a promoting procedure to address the over-segmentation issue.",OBJECTIVES
29853,"In this paper, we propose a novel convolutional neural networks (CNN) based framework for both action classification and detection.",OBJECTIVES/METHODS
29860,"However, the semantic levels of features from different layers are usually inconsistent.",OBJECTIVES
29878,"Rather than studying this as a black-box discrete regression problem with no assumption whatsoever on the input-output mapping, we concentrate on tasks that are amenable to the principle of divide and conquer, and study what are its implications in terms of learning.",OBJECTIVES/CONCLUSIONS
29885,"Although new algorithms have been developed for this, assessment of results and comparison of behaviors are still open problems, mainly because evaluation metrics, adapted from more traditional tasks, can be ineffective in this context.",OBJECTIVES
29886,"Overall, there is a lack of common testing practices.",OBJECTIVES
29897,We propose the use of incomplete dot products (IDP) to dynamically adjust the number of input channels used in each layer of a convolutional neural network during feedforward inference.,OBJECTIVES
29909,We show that GBS is a greedy algorithm to optimize the expected number of queries needed to identify the unknown object.,OBJECTIVES
29910,We also generalize GBS in two ways.,OBJECTIVES
29911,"First, we consider the case where the cost of querying grows exponentially in the number of queries and the goal is to minimize the expected exponential cost.",OBJECTIVES
29912,"Then, we consider the case where the objects are partitioned into groups, and the objective is to identify only the group to which the object belongs.",OBJECTIVES
29916,"We present an approach that exploits hierarchical Recurrent Neural Networks (RNNs) to tackle the video captioning problem, i.e., generating one or multiple sentences to describe a realistic video.",BACKGROUND/OBJECTIVES
29925,"We present here a mobile and safe resonant beam communication (RBCom) system, which can realize high-rate simultaneous wireless information and power transfer (SWIPT).",OBJECTIVES
29928,"We consider the spatial stochastic model of single-tier downlink cellular networks, where the wireless base stations are deployed according to a general stationary point process on the Euclidean plane with general i.i.d. propagation effects.",BACKGROUND/OBJECTIVES
29931,"In this paper, we compensate their result for the lack of the condition and expose a sufficient condition for the asymptotic result to be valid.",OBJECTIVES/RESULTS/CONCLUSIONS
29932,We further illustrate some examples satisfying such a sufficient condition and indicate the corresponding asymptotic results for the example models.,OBJECTIVES/RESULTS/CONCLUSIONS
29937,This paper proposes an anomaly-based fully distributed network intrusion detection system where analysis is run at each data collecting point using a naive Bayes classifier.,OBJECTIVES
29943,"We report an efficient protocol to realize CQSDC using Cluster state and then go on to construct a (2-3)-CQSDC using Brown state, where a coalition of any two of the three controllers is required to retrieve the complete message.",OBJECTIVES
29947,"To enable more meaningful comparisons, we identified three distinct continual learning scenarios based on whether task identity is known and, if it is not, whether it needs to be inferred.",OBJECTIVES/METHODS/RESULTS
29950,"In addition, we reduced the computational cost of generative replay by integrating the generative model into the main model by equipping it with generative feedback connections.",OBJECTIVES/METHODS/RESULTS
29955,"The goal thus is to select the best k nodes (budget constraint) that are immunized (vaccinated, screened, filtered) so as the remaining graph is less prone to the epidemic.",OBJECTIVES
29963,"In this paper, we investigate the connectivity of random geometric graphs (RGGs) in the node fault model as an abstract model of ad hoc WSNs with unreliable nodes.",OBJECTIVES/CONCLUSIONS
29971,"In this work, we propose a novel, computationally efficient iterative clustering method to generate connectivity-based whole-brain parcellations that converge to a stable parcellation in a few iterations.",OBJECTIVES
29977,Our goal is to train a policy for autonomous driving via imitation learning that is robust enough to drive a real vehicle.,OBJECTIVES
29983,"Motivated by developments in renewable energy and smart grids, we formulate a stylized mathematical model of a transport network with stochastic load fluctuations.",BACKGROUND/OBJECTIVES
29987,"However, existing methods focus on reconstructing the already present frames rather than generating frames which happen in future.In this paper, We propose an improved Variantial Autoencoder model to extract the features with a high connection to the coming scenarios, also known as Predictive Learning.",BACKGROUND/OBJECTIVES
29994,This paper examines the convergence of no-regret learning in games with continuous action sets.,OBJECTIVES
30001,Recent studies have proposed to use dynamic network approaches for continuous-time prediction; yet they do not consider multiple video quality models as inputs nor consider forecasting ensembles.,OBJECTIVES
30002,Here we address the problem of predicting continuous-time subjective quality using multiple inputs fed to a non-linear autoregressive network.,OBJECTIVES/METHODS
30006,"In the present work, a two minute vocal recording of raga Rageshree is subjected to a careful statistical analysis.",OBJECTIVES
30013,We want to obtain the limits of a measurement methodology to be able to validate a result.,OBJECTIVES
30017,We study the influence of the part quality on a measurement results.,OBJECTIVES
30030,In this work a method of generating random weights and biases is proposed.,OBJECTIVES
30036,The main objective of this project is to segment different breast ultrasound images to find out lesion area by discarding the low contrast regions as well as the inherent speckle noise.,OBJECTIVES
30040,This research paper designates the importance and usage of the case study approach effectively to educating and training software designers and software engineers both in academic and industry.,OBJECTIVES
30041,"Subsequently an account of the use of case studies based on software engineering in the education of professionals, there is a conversation of issues in training software designers and how a case teaching method can be used to state these issues.",BACKGROUND/OBJECTIVES
30043,"The case study is aimed to demonstrate a variety of software areas, modules and courses: from bachelor through masters, doctorates and even for ongoing professional development.",OBJECTIVES/METHODS/CONCLUSIONS
30046,Most existing recommender systems focus on modeling of ratings and implicit feedbacks ignoring users' explicit feedbacks.,OBJECTIVES
30047,Explicit feedbacks can be used to validate the reliability of the particular users and can be used to learn about the users' characteristic.,OBJECTIVES
30048,Users' characteristic mean what type of reviewers they are.,OBJECTIVES
30052,In this model users' explicit feedbacks' similarity indicate the similarity of their reliability and characteristic and implicit feedback's similarity indicates their preference similarity.,OBJECTIVES
30056,"This study improves the performance of neural named entity recognition by a margin of up to 11% in F-score on the example of a low-resource language like German, thereby outperforming existing baselines and establishing a new state-of-the-art on each single open-source dataset.",BACKGROUND/OBJECTIVES/RESULTS
30065,"We first examine a number of IoT platforms, technologies and network standards that can help to foster a Smart City environment.",OBJECTIVES
30066,"Second, we introduce the EU project MONICA which aims for demonstration of large-scale IoT deployments at public, inner-city events and give an overview on its IoT platform architecture.",OBJECTIVES
30067,"And third, we provide a case-study report on SmartCity activities by the City of Hamburg and provide insights on recent (on-going) field tests of a vertically integrated, end-to-end IoT sensor application.",OBJECTIVES/METHODS
30070,"All these approaches have been limited by problems like inefficient features in the case of hand crafted features, large error propagation across the predicted trajectory and no information of static artefacts around the dynamic moving objects.",BACKGROUND/OBJECTIVES
30071,We propose an end to end deep learning model to learn the motion patterns of humans using different navigational modes directly from data using the much popular sequence to sequence model coupled with a soft attention mechanism.,OBJECTIVES/METHODS
30078,"Under these acquisition conditions, the ECG is strongly affected by some types of noise, mainly by baseline wander (BLW).",OBJECTIVES
30084,"In this article, a distributed scheme is proposed that enables a DER in a network to arrive at viable power reference commands that satisfies the DERs local constraints on its generation and loads it has to service, while, the aggregated behavior of multiple DERs in the network and their respective loads meet the ancillary services demanded by the grid.",OBJECTIVES
30087,The proposed scheme allows prioritization of Renewable Energy Sources (RES) in the network and also enables auto-adjustment of contributions from LIS units with lower priority resources (non-RES).,OBJECTIVES
30100,"In order to model the tie-line between decomposed areas of the test network, a novel method is proposed.",OBJECTIVES
30105,We analyze trading and tweeting about the EUR-USD currency pair over a period of three years.,OBJECTIVES
30114,"However, there are certain limitations in Scheduled Sampling and we propose two dynamic oracle-based methods to improve it.",OBJECTIVES
30120,"The purpose of this paper is to develop Mallat's theory further by allowing for different and, most importantly, general semi-discrete frames (such as, e.g., Gabor frames, wavelets, curvelets, shearlets, ridgelets) in distinct network layers.",OBJECTIVES/METHODS
30126,"Here, we push the speed of a quantum random number generator to 68 Gbps by operating a laser around its threshold level.",OBJECTIVES
30147,"In this work, we present a simple planar embedding algorithm running in logspace.",OBJECTIVES/RESULTS
30150,"We also present a logspace algorithm to find obstacles to planarity, viz. a Kuratowski minor, if the graph is non-planar.",OBJECTIVES/RESULTS
30152,We describe an innovative framework for prescription of personalised health apps by integrating Personal Health Records (PHR) with disease-specific mobile applications for managing medical conditions and the communication with clinical professionals.,OBJECTIVES
30153,The prescribed apps record multiple variables including medical history enriched with innovative features such as integration with medical monitoring devices and wellbeing trackers to provide patients and clinicians with a personalised support on disease management.,OBJECTIVES/METHODS
30159,The purpose of this research is to formalize a process of fundamental PE estimation by employing advanced dynamic Bayesian network (DBN) methodology.,OBJECTIVES
30172,"The two recognition approaches and the fast landmark localization are evaluated in extensive experiments, and compared to stateof-the-art methods to demonstrate their efficacy.",OBJECTIVES/METHODS/CONCLUSIONS
30173,"In this paper, we implement an information-theoretic approach to travel behaviour analysis by introducing a generative modelling framework to identify informative latent characteristics in travel decision making.",BACKGROUND/OBJECTIVES
30175,"We apply this framework on a mode choice survey data to identify abstract latent variables and compare the performance with a traditional latent variable model with specific latent preferences -- safety, comfort, and environmental.",OBJECTIVES/METHODS
30180,"Here, we propose a fast, robust, and accurate self-calibration algorithm that uses only experimentally-collected data and general knowledge of the illumination setup.",OBJECTIVES
30186,"Thus, AVs must be able to handle situations in which the topology specified by the map does not agree with reality.",OBJECTIVES
30192,"In this paper, the capacity of these networks is analyzed with a stochastic model when there is a constant flow of incoming requests for a given file.",OBJECTIVES
30197,"Here we investigated the online learning approach by training an opto-electronic reservoir computer using a simple gradient descent algorithm, programmed on an FPGA chip.",OBJECTIVES/METHODS
30201,Various machine learning methods for writer independent recognition of Malayalam handwritten district names are discussed in this paper.,OBJECTIVES
30203,The proposed work can be used for the recognition of district in the address written in Malayalam.,OBJECTIVES
30213,"In this paper, we show how unsupervised sense representations can be used to improve hypernymy extraction.",OBJECTIVES
30217,"In this paper, we investigate the stability and convergence in a network of coupled oscillators described by the Kuramoto model.",OBJECTIVES
30225,"However, long-term user engagement patterns in real-world activity tracking applications are not yet well understood.",BACKGROUND/OBJECTIVES
30226,Here we study user engagement patterns within a mobile physical activity tracking application consisting of 115 million logged activities taken by over a million users over 31 months.,OBJECTIVES
30243,"In this paper, we consider a class of nonlinear regression problems without the assumption of being independent and identically distributed.",OBJECTIVES
30247,"In this paper we propose a new task which aims to generate informative image captions, given images and hashtags as input.",OBJECTIVES
30255,This paper provides some insight into the social media presence of worldwide popular news media outlets.,OBJECTIVES
30256,"Despite the fact that these large news media propagate content via social media environments to a large extent and very little is known about the news item producers, providers and consumers in the news media community in social media.To better understand these interactions, this work aims to analyze news items in two large social media, Twitter and Facebook.",OBJECTIVES
30264,"This paper tests this assumption by analyzing coauthorship networks from five academic fields - biology, computer science, nanoscience, neuroscience, and physics - and an interdisciplinary journal, PNAS.",OBJECTIVES
30271,Automatic quantification of EPVS would greatly help to advance research into its etiology and its potential as a risk indicator of disease.,OBJECTIVES
30286,How can we thus trust that a malware detector performing well on benchmark data will continue to do so when deployed in an operating environment?,OBJECTIVES
30292,"We present a statistical-modelling method for piano reduction, i.e.",OBJECTIVES
30293,"converting an ensemble score into piano scores, that can control performance difficulty.",OBJECTIVES
30301,"As far as steganalysis is concerned, the use of CNN allows reaching the state-of-the-art results.",BACKGROUND/OBJECTIVES
30302,The performances of such networks often rely on the size of their learning database.,BACKGROUND/OBJECTIVES
30303,"An obvious preliminary assumption could be considering that ""the bigger a database is, the better the results are"".",OBJECTIVES
30304,"However, it appears that cautions have to be taken when increasing the database size if one desire to improve the classification accuracy i.e. enhance the steganalysis efficiency.",OBJECTIVES
30305,"To our knowledge, no study has been performed on the enrichment impact of a learning database on the steganalysis performance.",BACKGROUND/OBJECTIVES
30306,What kind of images can be added to the initial learning set?,OBJECTIVES
30307,"What are the sensitive criteria: the camera models used for acquiring the images, the treatments applied to the images, the cameras proportions in the database, etc?",OBJECTIVES
30314,"How to implement object queries efficiently under all possible updates, and furthermore to provide complexity guarantees?",OBJECTIVES
30322,"In this paper, we develop a novel interdependent system model to capture this phenomenon, also known as cascading failures.",OBJECTIVES
30330,"This study concerned the active use of Wikipedia as a teaching tool in the classroom in higher education, trying to identify different usage profiles and their characterization.",OBJECTIVES
30348,We propose a novel technique for embedding the discrete parameter space into an extended continuous space so that continuous space techniques can be applied to the embedded problem using cycle accurate simulation for evaluating the objective function.,OBJECTIVES
30356,"In this paper, we propose an implicit-explicit algorithm for such cases, where the collisional term is integrated implicitly in time, while the advective term is integrated explicitly in time, thus allowing time step sizes that are comparable to the advective time scales.",OBJECTIVES/METHODS
30361,"Here, we report on a bioinspired skyrmionic device with synaptic plasticity.",OBJECTIVES
30365,Word segmentation is the task of inserting or deleting word boundary characters in order to separate character sequences that correspond to words in some language.,BACKGROUND/OBJECTIVES
30368,Our aim is to use this system in a preprocessing step for a microtext normalization system.,OBJECTIVES
30369,This means that it needs to effectively cope with the data sparsity present on this kind of texts.,OBJECTIVES
30370,"We also strove to surpass the performance of two readily available word segmentation systems: The well-known and accessible Word Breaker by Microsoft, and the Python module WordSegment by Grant Jenks.",OBJECTIVES/RESULTS
30372,"We present a structural clustering algorithm for large-scale datasets of small labeled graphs, utilizing a frequent subgraph sampling strategy.",BACKGROUND/OBJECTIVES
30378,"We consider the problem of property testing for differential privacy: with black-box access to a purportedly private algorithm, can we verify its privacy guarantees?",OBJECTIVES
30396,"In order to increase the benefits and reduce the harm of IoT, there is an increasing desire to move toward green IoT.",OBJECTIVES
30398,"To achieve that, it is necessary to put a lot of measures to reduce carbon footprint, conserve fewer resources, and promote efficient techniques for energy usage.",OBJECTIVES
30401,"We propose a novel unsupervised image segmentation algorithm, which aims to segment an image into several coherent parts.",OBJECTIVES
30411,"In this paper, we show that using a fixed dropout probability during training is a suboptimal choice.",OBJECTIVES
30417,"An important issue with oversampled FIR analysis filter banks (FBs) is to determine inverse synthesis FBs, when they exist.",BACKGROUND/OBJECTIVES
30418,"Given any complex oversampled FIR analysis FB, we first provide an algorithm to determine whether there exists an inverse FIR synthesis system.",OBJECTIVES/RESULTS
30426,"In this paper, we explore the practicality of using a fully homomorphic encryption based framework to secure a database of face templates.",OBJECTIVES
30437,These different proposals have never been contrasted against each other on the same set of data and across different languages.,OBJECTIVES
30438,Such comparison is important to see whether they are complementary or incremental.,OBJECTIVES
30439,"Also, we can see whether they present different tendencies towards recall and precision.",OBJECTIVES
30443,"This paper proposes a multi-dimensional holomorphic embedding method (MDHEM) to obtain an explicit approximate analytical AC power-flow solution by finding a physical germ solution and arbitrarily embedding each power, each load or groups of loads with respective scales.",OBJECTIVES
30449,"Moreover we introduce the notion of bent functions for finite field valued functions rather than usual complex-valued functions, and we study several of their properties.",OBJECTIVES/RESULTS
30460,We take up the challenge of designing realistic computational models of large interacting cell populations.,OBJECTIVES
30461,The goal is essentially to bring Gillespie's celebrated stochastic methodology to the level of an interacting population of cells.,OBJECTIVES
30462,"Specifically, we are interested in how the gold standard of single cell computational modeling, here taken to be spatial stochastic reaction-diffusion models, may be efficiently coupled with a similar approach at the cell population level.",OBJECTIVES
30466,We report on a data-driven investigation aimed at understanding the dynamics of message spreading in a real-world dynamical network of human proximity.,BACKGROUND/OBJECTIVES
30471,"This paper proposes a novel deep architecture to address multi-label image recognition, a fundamental and practical task towards general visual understanding.",OBJECTIVES
30479,"In this paper, we propose to use spatial information extracted at sub-6 GHz to help establish the mmWave link.",OBJECTIVES
30486,"This paper describes a distributed MapReduce implementation of the minimum Redundancy Maximum Relevance algorithm, a popular feature selection method in bioinformatics and network inference problems.",BACKGROUND/OBJECTIVES
30490,"Previous methods model skeletons based on RNN or CNN, which has limited expressive power for irregular joints.",OBJECTIVES
30497,"As not all skeletal joints are informative for action recognition, and the irrelevant joints often bring noise which can degrade the performance, we need to pay more attention to the informative ones.",OBJECTIVES
30498,"However, the original LSTM network does not have explicit attention ability.",BACKGROUND/OBJECTIVES
30499,"In this paper, we propose a new class of LSTM network, Global Context-Aware Attention LSTM (GCA-LSTM), for skeleton based action recognition.",OBJECTIVES
30504,This article defines a complement of a function and conditions for existence of such a complement function and presents few algorithms to construct a complement.,BACKGROUND/OBJECTIVES
30505,We consider the task of learning to estimate human pose in still images.,OBJECTIVES
30506,"In order to avoid the high cost of full supervision, we propose to use a diverse data set, which consists of two types of annotations: (i) a small number of images are labeled using the expensive ground-truth pose; and (ii) other images are labeled using the inexpensive action label.",OBJECTIVES
30514,"We first extend the Independent Cascade (IC) model to hypergraphs, and prove that the traditional influence maximization problem remains submodular.",OBJECTIVES/METHODS
30517,"We present the collaborative Kalman filter (CKF), a dynamic model for collaborative filtering and related factorization models.",OBJECTIVES
30545,In this tutorial we will provide a self-contained introduction to one of the state-of-the-art methods---the particle Metropolis--Hastings algorithm---which has proven to offer a practical approximation.,OBJECTIVES
30550,We revisit the problem of asymmetric binary hypothesis testing against a composite alternative hypothesis.,OBJECTIVES
30560,"Therefore, it is reasonable to look for a generalization of persistence diagrams concerning those properties that are related only to persistent Betti numbers.",OBJECTIVES
30566,"We introduce SparkNet, a framework for training deep networks in Spark.",OBJECTIVES
30574,"The objective is to generate a perfect secret key shared by a given set of terminals at the largest rate possible, and concealed from the eavesdropper.",OBJECTIVES
30587,The goal of this paper is to identify individuals by analyzing their gait.,OBJECTIVES
30595,"The main advantages of using UAVs in CPS application is their exceptional features, including their mobility, dynamism, effortless deployment, adaptive altitude, agility, adjustability, and effective appraisal of real-world functions anytime and anywhere.",OBJECTIVES
30596,"Furthermore, from the technology perspective, UAVs are predicted to be a vital element of the development of advanced CPSs.",OBJECTIVES
30597,"Therefore, in this survey, we aim to pinpoint the most fundamental and important design challenges of multi-UAV systems for CPS applications.",OBJECTIVES
30598,"We highlight key and versatile aspects that span the coverage and tracking of targets and infrastructure objects, energy-efficient navigation, and image analysis using machine learning for fine-grained CPS applications.",OBJECTIVES
30599,Key prototypes and testbeds are also investigated to show how these practical technologies can facilitate CPS applications.,OBJECTIVES/METHODS/RESULTS
30604,"Under this setup, this paper investigates the user scheduling, BS clustering and beamforming design problem from a network utility maximization perspective.",OBJECTIVES
30605,"Differing from previous works, this paper explicitly considers the per-BS backhaul capacity constraints.",OBJECTIVES
30623,Mona discovers that the proposed transformation does not work in Coq due to a restriction in the termination checker.,BACKGROUND/OBJECTIVES
30626,"These concepts are well-known individually, but their interplay gives rise to a solution for Mona's problem based on the originally proposed monadic tranformation that has not been presented before.",OBJECTIVES/RESULTS
30627,"When Mona starts to test her approach by proving a statement about simple Haskell functions, she realizes that her approach has an additional advantage over the original idea in Agda.",OBJECTIVES
