,Abstract,Task 1
30582,"While there is a lot of flexibility in the network architecture, the tuning parameter is the sparsity of the network.",CONCLUSIONS
30584,The analysis gives some insights why multilayer feedforward neural networks perform well in practice.,CONCLUSIONS
30592,"The results show that this new approach achieves state-of-the-art results in the problem of gait recognition, allowing to recognize walking people from diverse viewpoints on single and multiple camera setups, wearing different clothes, carrying bags, walking at diverse speeds and not limited to straight walking paths.",RESULTS/CONCLUSIONS
30600,We present and propose state-of-the-art algorithms to address design challenges with both quantitative and qualitative methods and map these challenges with important CPS applications to draw insightful conclusions on the challenges of each application.,METHODS/RESULTS/CONCLUSIONS
30601,"Finally, we summarize potential new directions and ideas that could shape future research in these areas.",RESULTS/CONCLUSIONS
30610,This paper shows that the proposed dynamic clustering algorithm can achieve significant performance gain over existing naive clustering schemes.,CONCLUSIONS
30629,Instead of proving properties over and over again for specific monad instances she is able to prove properties that hold for all monads representable by a container-based instance of the free monad.,OBJECTIVES/RESULTS/CONCLUSIONS
30640,"Our approach shows generated code, on a set of popular neural network architectures, is faster than hand-optimized implementations.",RESULTS/CONCLUSIONS
30647,"This proof-of-concept represents an important step towards the environment-dependent optimisation of performance-critical components for a range of ubiquitous, standard, and already-capable robots that can carry out a wide variety of tasks.",CONCLUSIONS
30651,These suggest how communication can encourage and secure a notion of fairness.,CONCLUSIONS
30657,"One of the goals of this work is to turn such a selection process into a part of the data compression method, automating and optimizing it.",CONCLUSIONS
30658,"We propose a novel reflection color model consisting of body essence and (mixed) neuter, and present an effective method for separating dichromatic reflection components using a single image.",OBJECTIVES/CONCLUSIONS
30659,"Body essence is an entity invariant to interface reflection, and has two degrees of freedom unlike hue and maximum chromaticity.",CONCLUSIONS
30660,"As a result, the proposed method is insensitive to noise and proper for colors around CMY (cyan, magenta, and yellow) as well as RGB (red, green, and blue), contrary to the maximum chromaticity-based methods.",RESULTS/CONCLUSIONS
30661,"Interface reflection is separated by using a Gaussian function, which removes a critical thresholding problem.",METHODS/CONCLUSIONS
30680,"The mathematical model was used to study the biological process in an epithelial cells culture; this model was validated with the experimental data of Anne Hanneken's research group from the Department of Molecular and Experimental Medicine, published by the journal Investigative Ophthalmology and Visual Science in July 2006.",METHODS/RESULTS/CONCLUSIONS
30687,This establishes WE2015 as a stable benchmark for the 2D Simulation League.,CONCLUSIONS
30689,"The first one, ""The Champions Simulation League"", is proposed to include 6 previous champions, directly competing against each other in a round-robin tournament, with the view to systematically trace the advancements in the League.",CONCLUSIONS
30690,"The second proposal, ""The Global Challenge"", is aimed to increase the realism of the environmental conditions during the simulated games, by simulating specific features of different participating countries.",CONCLUSIONS
30703,We present extensive results of the representational properties of these embeddings on various word similarity benchmarks to show the promise of this approach.,CONCLUSIONS
30741,We also discuss the limitations of our approach for lower resolution images such as brain MRI.,RESULTS/CONCLUSIONS
30745,Self-reference is achieved by means of equations between formulas which are interpreted over a model-theoretic universe of propositions.,METHODS/CONCLUSIONS
30746,"Paradoxical statements, such as the liar, can be asserted only by unsatisfiable equations and do not correlate with propositions.",METHODS/CONCLUSIONS
30749,"In this many-valued setting, models may contain liars and other ""paradoxical"" propositions which are ruled out by the more restrictive classical semantics.",METHODS/RESULTS/CONCLUSIONS
30758,"We empirically demonstrate that explicitly predicting physical mechanics results in a policy that out-performs both a hand-crafted dynamics baseline, and a ""value-network"", which must otherwise implicitly predict the same mechanics in order to produce accurate value estimates.",CONCLUSIONS
30767,Previous coercive citations for a journal benefit (increase its IF) has been signaled.,CONCLUSIONS
30768,"To the best of our knowledge, this is a pioneering work on coercive citations for personal (or editors) benefit.",CONCLUSIONS
30769,Editorial teams should be aware about this type of potentially unethical behavior and act accordingly.,CONCLUSIONS
30775,"Compared with HM RExt 16.10 + SCM 8.0, the proposed method considerably reduces bitrates (Kbps), with a maximum reduction of 48.3%.",RESULTS/CONCLUSIONS
30776,"In addition to this, the subjective evaluations reveal that SC-PAQ achieves visually lossless coding at very low bitrates.",RESULTS/CONCLUSIONS
30779,"The main advantages are (1) Algorithm efficacy: we propose an effective and fast algorithm to explain random walk graph kernel, the central technique for networked team recommendation; (2) Intuitive visual explanation: we present intuitive visual analysis of the recommendation results, which can help users better understand the rationality of the underlying team recommendation algorithm.",CONCLUSIONS
30787,The proposed method significantly outperforms the state-of-the-art.,RESULTS/CONCLUSIONS
30789,We identify data origin authentication as the key security objective and suggest to employ recently proposed high-performance digital signature schemes (Ed25519 and MQQ-SIG)) as foundation of a novel set of security measures to secure multicast time synchronization.,RESULTS/CONCLUSIONS
30798,"The paper ends by pointing out the need to carry out deeper investigation of fundamental issues related to decision-making with belief functions and to assess the descriptive, normative and prescriptive values of the different approaches.",CONCLUSIONS
30810,"Finally, we present the currently proposed future approaches to track the user and show that they can potentially pose significant threats to the users' privacy.",CONCLUSIONS
30828,"For the first time a mathematical object is presented - a reversible cellular Automaton - with many paradoxical qualities, the main ones among them are: a frequent quickly return to its original state, the presence of a large number of conservation laws and paradoxical ""fuzzy"" symmetries, which connects the current position of the automaton with its signature Main Integral.",BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
30833,We demonstrate on 92000 images from ImageNet that this significantly improves localization over recent techniques that score windows in isolation.,RESULTS/CONCLUSIONS
30845,"In addition, we show that the VAE network is also capable of learning the underlying physics of the design problem, leading to an efficient design tool that does not need any physical simulation once the network is constructed.",CONCLUSIONS
30866,"The quantitative and qualitative experimental results of the proposed framework and its application for addressing the security and privacy of visual contents in online social networks (OSNs), confirm its effectiveness in contrast to state-of-the-art methods.",RESULTS/CONCLUSIONS
30879,"The features we developed provide surgeons with personalized, actionable feedback regarding their tool motion.",RESULTS/CONCLUSIONS
30883,The knowledge extracted from the engineering materials data sets is proposed for effective decision making in advanced engineering materials design applications.,CONCLUSIONS
30893,"Our measurements, gathered over a semester, provide a unique viewpoint on the evolution of a protocol and of its implementations.",RESULTS/CONCLUSIONS
30894,They highlight the arrival of new features and some regressions among the different implementations.,RESULTS/CONCLUSIONS
30899,Results show that the max-min optimization method performs better than the opportunistic and round robin methods.,RESULTS/CONCLUSIONS
30900,This result in turn reflects that the max-min optimization method gives us the high minimum best throughput as compared to other two methods considering different ship density scenarios in the sea.,CONCLUSIONS
30901,"Also, it was observed that as the number of ships begin to increase in the sea, the max-min method performs significantly better with good fairness as compared to the other two methods.",CONCLUSIONS
30941,Our results demonstrate that the proposed algorithm achieves a better tradeoff between accuracy and speed.,CONCLUSIONS
30945,"Using both synthetic and real data, we show the effectiveness of the proposed approach which consistently outperforms state of the art DA methods over 36 image classification DA tasks through 6 popular benchmarks.",RESULTS/CONCLUSIONS
30946,We further carry out in-depth analysis of the proposed DA method in quantifying the contribution of each term of our DA model and provide insights into the proposed DA methods in visualizing both real and synthetic data.,CONCLUSIONS
30948,Such circuits can be viewed as general-purpose simulators for central classes of quantum circuits and can be used to capture the computational power of the circuit class being simulated.,CONCLUSIONS
30957,"Besides, we find that all this architecture could have good results on THCHS-30, Librispeech and Switchboard corpora.",CONCLUSIONS
30975,The data collected from these experiments gives an upper bound on the performance of such controllers in situ.,RESULTS/CONCLUSIONS
30976,"For points of comparison, we assess performance on the same tasks with both error feedback control and inverse dynamics control with virtual contact force sensing.",RESULTS/CONCLUSIONS
30994,Our findings suggest that the effect of learning-based approaches may have been over-estimated so far.,RESULTS/CONCLUSIONS
30995,Explicit prior knowledge is still at least as important to obtain high performance in intrinsic image decompositions.,RESULTS/CONCLUSIONS
31009,We achieve higher accuracy than all of the existing standard descriptors (more than 92%).,RESULTS/CONCLUSIONS
31018,"Our work opens a new bridge between human perception and CNNs: in order to obtain CNNs that better replicate human behaviour, we may need to start aiming for them to better replicate visual illusions.",CONCLUSIONS
31024,"As such, this framework can capture non-Markov latent time series models and non-Gaussian measurement models.",RESULTS/CONCLUSIONS
31030,"The models resulting from Dokei are shown to be more accurate and slimmer than prior work targeting grouped convolution, and more regular and easier to deploy than other pruning techniques.",RESULTS/CONCLUSIONS
31044,This dataset enables a quantitative evaluation of restoration algorithms on natural images and shows the advantage of our method.,RESULTS/CONCLUSIONS
31068,This supports their selection for the analysis of typical properties of the language networks in the second part of the chapter.,CONCLUSIONS
31071,"Our results suggest that, irrespective of link representation, the Ukrainian language network used in the selected fables is a strongly correlated, scale-free, small world.",RESULTS/CONCLUSIONS
31072,We discuss how such empirical approaches may help form a useful basis for a theoretical description of language evolution and how they may be used in analyses of other textual narratives.,CONCLUSIONS
31083,"The integral of energy over time defines the total action as a measure of dynamic performance, and its sensitivity allows comparing the performance of different actuators/locations in the system to select the most effective one to damp the oscillation energy.",METHODS/CONCLUSIONS
31096,"In particular, our proposed methods perform better than the state-of-the-art methods with regard to the revenue of the platform.",CONCLUSIONS
31103,"SDRs of individual inputs are stored in superposition and because similarity is preserved, the patterns of intersections over the assigned codes reflect the similarity, i.e., statistical, structure, of all orders, not simply pairwise, over the inputs.",RESULTS/CONCLUSIONS
31104,"Thus, SM, i.e., a generative model, is built as a computationally free side effect of the act of storing episodic memory traces of individual inputs, either spatial patterns or sequences.",CONCLUSIONS
31112,"The persistence of sophisticated flocking across unrelated game types not only speaks to the phenomenon's robustness, it also suggests that people are treating three supposedly different decision settings as conceptually similar, implicating a second sophisticated cognitive ability: human concept formation.",RESULTS/CONCLUSIONS
31114,"By implicating both recursive reasoning and concept formation in complex dynamics, we support interdisciplinary perspectives that emergent complexity is typical of even the most intelligent populations and carefully designed social systems.",RESULTS/CONCLUSIONS
31122,We show that the fraction of cells that have full duplex base stations can be used as a design parameter by the network operator to target an optimal tradeoff between area spectral efficiency and outage in a mixed system.,CONCLUSIONS
31128,"We provide an ""optimization-free"" parameter selection rule for our method, a theory of how our method works and a computational cost analysis.",RESULTS/CONCLUSIONS
31129,"To demonstrate the usefulness as a population synthesizer, our method is applied to a household synthesis task for an urban micro-simulator.",RESULTS/CONCLUSIONS
31135,"Obvious advantages of present protocols are their conceptual simplicity, fast throughput implementations, high cryptanalytic security and no need for arithmetic operations and therefore extended precision libraries.",RESULTS/CONCLUSIONS
31136,"Such features make them suitable for low performance and low power consumption platforms like smart cards, USB-keys and cellphones.",RESULTS/CONCLUSIONS
31143,"Moreover, the irregular antenna array outperforms the regular antenna array in the achievable rate of massive MIMO communication systems when the number of antennas is larger than or equal to a given threshold.",CONCLUSIONS
31148,"The benefits of the proposed framework are demonstrated on the classification of several groups of partially related images, where it outperforms standard machine learning algorithms.",CONCLUSIONS
31154,"On the other hand, it can be observed that time taken by our algorithm is quite less compared to other methods and justifies the theoretical findings.",CONCLUSIONS
31158,We show that our approach is a conservative extension of Nielson's approach for reasoning about the run-time of deterministic programs.,RESULTS/CONCLUSIONS
31168,We can identify the hub genes and can be targeted for the cancer diagnosis.,RESULTS/CONCLUSIONS
31173,The survey also includes some potential future research directions for result integrity verification of the outsourced computations.,CONCLUSIONS
31191,"Using such model of knowledge representation, we can consider modifications of knowledge and movement through the graph of network as a process of logical reasoning or finding the right solutions or creativity, etc.",CONCLUSIONS
31192,"The proposed approach gives us an opportunity to model some aspects of human knowledge system and main mechanisms of human thought, in particular getting a new experience and knowledge.",CONCLUSIONS
31207,"For fixed, connected, and undirected networks, the proposed discrete-time algorithm results in each agents solution estimate to converging exponentially fast to the same least squares solution.",RESULTS/CONCLUSIONS
31208,"Moreover, the convergence does not require careful choices of time-varying small step sizes.",CONCLUSIONS
31215,The localization methods proved superiority over the segmentation method in ROI detection on skin lesion datasets.,RESULTS/CONCLUSIONS
31226,Our approach takes only words as the input with few preprocessing and there is no laborious and expensive feature engineering.,CONCLUSIONS
31232,"Experimental results on the UCI time-series classification archive demonstrates a significant accuracy boost by the proposed Bag of Recurrence patterns (BoR), compared not only to the existing BoF models, but also to the state-of-the art algorithms.",RESULTS/CONCLUSIONS
31238,"On one hand, the new placement scheme can allocate the cache more flexibly compared to grouping scheme.",CONCLUSIONS
31239,"On the other hand, the new delivery can exploit more cooperative opportunities compared to the known schemes.",CONCLUSIONS
31249,"Evaluation results on well-known benchmark datasets (OTB100, OTB50 and OTB2013) prove that the proposed tracker outperforms the state-of-the-art competitors.",CONCLUSIONS
31269,"The former case is a slight variation of the well-known finite-length sequential hypothesis testing procedure in the literature, whereas the latter case is new, for which the Bayesian optimal ODR is shown to be a sequence of likelihood ratio threshold tests with two different thresholds: a running threshold, which is determined by solving a stationary state equation, is used when future samples are still available, and a terminal threshold (simply the ratio between the priors scaled by costs) is used when the statistician reaches the final sample and thus has to make a decision immediately.",METHODS/RESULTS/CONCLUSIONS
31270,"In the asymptotic regime, the tradeoff among the exponents of the (false alarm and miss) error probabilities and the normalized expected stopping time under the alternative hypothesis is completely characterized and proved to be tight, via an information-theoretic argument.",RESULTS/CONCLUSIONS
31271,"Within the tradeoff region, one noteworthy fact is that the performance of the Stein-Chernoff Lemma is attainable by ODRs.",RESULTS/CONCLUSIONS
31281,Comparison of classifiers has found that naive Bayesian classifier is more accurate and better than the C4.5 DTC.,CONCLUSIONS
31286,The ideas presented in this paper are still exploratory and the intention is to integrate the described techniques into the MarQ monitoring tool for quantified event automata.,CONCLUSIONS
31295,Experimental results on the INbreast dataset demonstrate the robustness of proposed deep networks compared to previous work using segmentation and detection annotations in the training.,RESULTS/CONCLUSIONS
31299,"Relying on these results, we design a procedure, which preserves basic topological properties of an n-dimensional object, for constructing compressed cubical and digital models.",RESULTS/CONCLUSIONS
31300,"In the paper, the authors concisely survey and review some functions involving the gamma function and its various ratios, simply state their logarithmically complete monotonicity and related results, and find necessary and sufficient conditions for a new function involving the ratio of two gamma functions and originating from the coding gain to be logarithmically completely monotonic.",BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
31304,"It has also become very influential in the field of personalized social document, Question Answering over Linked Data (QALD), and, Text Retrieval Conference (TREC) and REAL sets.",RESULTS/CONCLUSIONS
31305,"This paper surveys QE techniques in IR from 1960 to 2017 with respect to core techniques, data sources used, weighting and ranking methodologies, user participation and applications (of QE techniques) -- bringing out similarities and differences.",OBJECTIVES/METHODS/CONCLUSIONS
31309,"In this technical note, we show that learning a dictionary with which a given set of training signals can be represented as sparsely as possible is indeed NP-hard.",RESULTS/CONCLUSIONS
31322,"We believe that using deep 3D CNNs together with Kinetics will retrace the successful history of 2D CNNs and ImageNet, and stimulate advances in computer vision for videos.",CONCLUSIONS
31328,Experimental results have proved that using the proposed method can enhance the robustness of initial contour and meanwhile keep the original advantages in the local fitting-based models.,RESULTS/CONCLUSIONS
31337,"Identifying suitable modeling methods, which accurately represent the dynamic conditions of production in repetitive processes, may provide more robust means to plan and control construction projects based on a mathematically driven production theory.",CONCLUSIONS
31339,"Here, we show that a fully collective strategy is not necessary in order to recover all of the information bits.",RESULTS/CONCLUSIONS
31348,"FADE enjoys five attractive features: first, it is an intuitive estimator, simple to derive; second, it withstands dynamic networks, that is, networks whose communication channels change randomly over time; third, it is strongly consistent in that, as time-steps play out, each agent's local estimate converges (almost surely) to the true vector of parameters; fourth, it is both asymptotically unbiased and efficient, which means that, across time, each agent's estimate becomes unbiased and the mean-square error (MSE) of each agent's estimate vanishes to zero at the same rate of the MSE of the optimal estimator at an almighty central node; fifth, and most importantly, when compared with a state-of-art consensus+innovation (CI) algorithm, it yields estimates with outstandingly lower mean-square errors, for the same number of communications -- for example, in a sparsely connected network model with 50 agents, we find through numerical simulations that the reduction can be dramatic, reaching several orders of magnitude.",BACKGROUND/OBJECTIVES/RESULTS/CONCLUSIONS
31355,These results and the lessons learnt provide the basis for future widespread wireless TERS monitoring that increase measurement density and integrate closely with predictive models to provide timely alerts of damage or potential failure.,CONCLUSIONS
31361,The experimental results on six benchmark datasets of natural images and a benchmark dataset of synthetic images show that MUG is comparable to the state-of-the-art indices in literature.,RESULTS/CONCLUSIONS
31362,"In addition, its performance remains unchanged for the case of the cropped images in which block boundaries are not known.",RESULTS/CONCLUSIONS
31368,"However, the BPMN standard does not.",BACKGROUND/CONCLUSIONS
31369,"Instead, the rules regarding BPMN elements are only informally specified in natural language throughout the overall BPMN documentation.",BACKGROUND/CONCLUSIONS
31370,"Without strict rules concerning the correct usage of BPMN elements, no wonder that plenty of available BPMN tools fail to enforce BPMN process models' correctness.",METHODS/CONCLUSIONS
31372,"So, this document contributes to bring together a set of requirements that tools' makers must comply with, in order to claim a broader BPMN 2 compliance.",RESULTS/CONCLUSIONS
31376,Experiments show that these techniques improve the open-domain conversational prowess of encoder-decoder networks by enabling them to produce emotionally rich responses that are more interesting and natural.,CONCLUSIONS
31383,"Our analysis suggests an iterative meta-algorithm that dynamically expands the parameter space and allows the optimization to escape any non-global critical point, thereby converging to a global minimizer.",RESULTS/CONCLUSIONS
31385,"Finally, we confirm the good performance of the algorithm on synthetic and real datasets.",CONCLUSIONS
31391,"This work can be used to predict future growth patterns for a known network, or to generate artificial models of graph topology evolution for simulation purposes.",CONCLUSIONS
31392,"Particular application examples include strategic network planning, user profiling in social networks or infrastructure deployment in managed overlay-based services.",CONCLUSIONS
31401,We demonstrate the effectiveness of our model on overcoming the above three limitations by comparing with other methods on the CelebA face database.,RESULTS/CONCLUSIONS
31421,Our experiments reveal that resistive crossbar non-idealities can lead to significant accuracy degradations (9.6%-32%) for these large-scale DNNs.,CONCLUSIONS
31428,"The agreement in object position, linear or otherwise, can be partially explained through basic image properties.",RESULTS/CONCLUSIONS
31433,"Furthermore, one of the most commonly adopted annotation combination methods--consensus voting--accentuates more obvious features, which results in an overestimation of the algorithm's performance.",RESULTS/CONCLUSIONS
31434,"Finally, it is concluded that in some datasets it may not be possible to state with any confidence that one algorithm outperforms another when evaluating upon one GT and a method for calculating confidence bounds is discussed.",CONCLUSIONS
31444,"In terms of security, DETER is versatile enough to be vaccinated against diverse and unexpected evasions, is agnostic about evasion strategy and can be released without privacy concern.",CONCLUSIONS
31451,The results show that preservation of temporal information is more important than spectral resolution for this application.,RESULTS/CONCLUSIONS
31462,The overview can be used to find answers on basic questions about the practice of citing documents.,CONCLUSIONS
31463,"Besides understanding of the process of citing, it delivers basic information for the proper application of citations in research evaluation.",CONCLUSIONS
31469,"Computational results have shown good quality solutions for single instances though with high computational times, and that there may be sets of parameters that work optimally for a majority of instances.",CONCLUSIONS
31476,"Our survey study shows that the scientific knowledge provided by the system encourages agonistic discussions with regulators, empowers the community to support policy making, and rebalances the power relationship between stakeholders.",CONCLUSIONS
31489,"We show how difficult this decision problem is in the real world by validating against indicative human judgment, and empirically show the problem's sensitivity to instructors' intervention preferences.",CONCLUSIONS
31490,We conclude this paper with our take on the future research issues in intervention.,CONCLUSIONS
31502,"Therefore, we recommend that these translated images should not be used for direct interpretation (e.g.",CONCLUSIONS
31503,by doctors) because they may lead to misdiagnosis of patients based on hallucinated image features by an algorithm that matches a distribution.,CONCLUSIONS
31512,We show that only a part of the information undergoes coherent evolution and this fact allows us to introduce an algorithm with significantly reduced quantum memory size.,RESULTS/CONCLUSIONS
31513,"Additionally, considering only partial information at a time, we propose a classification protocol with information distributed among a number of agents.",RESULTS/CONCLUSIONS
31514,"Finally, we show that the information evolution during a measurement can lead to a better solution and that accuracy of the algorithm can be improved by harnessing the state after the final measurement.",RESULTS/CONCLUSIONS
31518,"Our formulation scales to high-dimensional continuous state spaces like images, bypasses the difficulties of directly predicting pixels, and, critically, ignores the aspects of the environment that cannot affect the agent.",CONCLUSIONS
31551,The developed formal model and the associated simulation framework guarantees that (1) all level crossings are accurately detected and (2) the time of the level crossing is also accurate within floating point error bounds.,CONCLUSIONS
31556,Our proposed methods are addressing methods which can be applied to both ISO and EPC standards.,CONCLUSIONS
31557,"The proposed methods are simple, hierarchical, and low cost implementation.",CONCLUSIONS
31569,The successful emergence of human-like behaviors through deep reinforcement learning proves the feasibility of using an AI-based approach for learning humanoid balancing control in a unified framework.,RESULTS/CONCLUSIONS
31580,The systematic nature of the error profile for each of the encoders has also been validated by repeated calibration of the encoders over a period of time and it was found that the error profiles of a particular encoder recorded at different epochs show near reproducible behavior.,CONCLUSIONS
31625,Extensive experiments on synthetic and three real network data sets demonstrate the performance of the proposed poisoning method against several well-known machine learning algorithms and a practical intrusion detection method named FMIFS-LSSVM-IDS.,RESULTS/CONCLUSIONS
31633,"We evaluate FWL on two tasks in information retrieval and natural language processing where we outperform state-of-the-art alternative semi-supervised methods, indicating that our approach makes better use of strong and weak labels, and leads to better task-dependent data representations.",RESULTS/CONCLUSIONS
31639,"This connection allows us to better understand the objective, compare it to other word embedding methods, and extend it to higher dimensional models.",CONCLUSIONS
31642,"Furthermore, the probability of obtaining Charlie's qubit by eavesdropper is reduced, and supervisor can control one of the users or every two users.",CONCLUSIONS
31659,"First, we thoroughly describe and prove our O(n) algorithm for finding the convex hull of a point set in 2D.",CONCLUSIONS
31660,"Then, we show with experiments our classifier model built based on this idea is very competitive compared with existing sophisticated classification algorithms included in commercial statistical applications such as MATLAB.",CONCLUSIONS
31677,Experiments on simulated and real-world data show that List-CVAE outperforms popular comparable ranking methods consistently on various scales of documents corpora.,RESULTS/CONCLUSIONS
31682,This shows that generic two-qubit commuting Hamiltonians can be used to perform computational tasks which are intractable for classical computers under plausible assumptions.,CONCLUSIONS
31686,"In addition, we study the properties of these structures.",RESULTS/CONCLUSIONS
31687,"Also, the usefulness of these structures is examined in the framework of mechanical multiset processing.",RESULTS/CONCLUSIONS
31698,"Overall, our results seem to support theories implying that the most highly cited scientific papers follow the Yule, power-law with exponential cut-off or log-normal distribution.",CONCLUSIONS
31699,"Our findings suggest also that power laws in citation distributions, when present, account only for a very small fraction of the published papers (less than 1% for most of science fields) and that the power-law scaling parameter (exponent) is substantially higher (from around 3.2 to around 4.7) than found in the older literature.",CONCLUSIONS
31733,"Overall, these results suggest that human participants may rely on visual features of intermediate complexity and that the complexity of visual representations afforded by modern deep network models may exceed those used by human participants during rapid categorization.",CONCLUSIONS
31744,Conclusions: The use of the Bees algorithm enabled us to automatically find optimal MT parameters required to construct effort estimation models that fit each individual dataset.,CONCLUSIONS
31745,Also it provided a significant improvement on prediction accuracy.,CONCLUSIONS
31751,Experimental results show that our approach largely improves the ranking precision as reported in multi evaluation metrics.,RESULTS/CONCLUSIONS
31761,This relationship implies that link prediction performance can be used as an approximation for the performance of the similarity index when metadata for node types are unavailable.,CONCLUSIONS
31762,This relationship may help to find the appropriate index for given networks.,CONCLUSIONS
31780,"Our method achieves perfect recall on two LIDAR data sets and outperforms competing methods on two RGB-D data sets, thus setting a new standard for general 3D object recognition using point cloud data.",CONCLUSIONS
31783,Linking together these directional entropy disequilibriums we show that NAND and NOR functionality arise in such networks at very low levels of complexity.,RESULTS/CONCLUSIONS
31795,One of the fundamental goals of our work was the reduction of development costs by closing the gap between application development and hardware optimization.,CONCLUSIONS
31796,"Hence, we aimed at using high-level synthesis (HLS) for porting our algorithms, which are written in C/C++, to the embedded FPGA.",CONCLUSIONS
31807,"Thus, this modeling helps semantic search and query on the holy Quran.",CONCLUSIONS
31808,"In this work, we have used English translation of the holy Quran by Sahih International, Protege OWL Editor and for querying we have used SPARQL.",CONCLUSIONS
31829,"The methodology is developed for tree-type space robots, requires just the pose and twist data, and scalable with increasing number of joints.",CONCLUSIONS
31846,This model can easily be scaled to handle larger and more complex grid architectures.,CONCLUSIONS
31849,"For JPEG-LS, JPEG 2000, and JPEG XR algorithms in lossless mode, we find that the proposed method applied to the RDgDb color space transformation with a simple denoising filter is especially effective for images in the native optical resolutions of acquisition devices, but may lead to increased bitrates for typical images.",RESULTS/CONCLUSIONS
31866,"Numerical results show that extreme information results in segregation and has a limited effect on the population, while milder messages have better success and a cohesion effect.",RESULTS/CONCLUSIONS
31898,"However, the analysis of potential OA showed that the figure could have reached 80% in some cases.",CONCLUSIONS
31899,This means that the real proportion of articles in OA is far below what it could potentially be.,CONCLUSIONS
31912,"The experiment results on real-world datasets show that ORBIT performs very well for distributing traffic of each service demand across multipaths without knowledge of future demands, especially under high-load conditions.",RESULTS/CONCLUSIONS
31918,"We also warn that care should we taken when using an unidentifiable model to extract biological insight, since lack of SI can be the result of an inappropriate choice of model structure and therefore not necessarily a sign of biological robustness.",CONCLUSIONS
31928,"To this end, we propose a neural network architecture equipped with copy actions that learns to generate single-sentence and comprehensible textual summaries from Wikidata triples.",CONCLUSIONS
31971,We further present a new mitigation technique that controls this threat.,CONCLUSIONS
31978,We are open about our process and the trade-offs that we made in the hopes that others can improve on what we have done.,CONCLUSIONS
31998,"Experiments demonstrate that the proposed toolflow can achieve a performance boost up to 55% for VGG-16 and 48% for AlexNet over the baseline design for the same resource budget and accuracy, without the need of retraining the model or accessing the training data.",RESULTS/CONCLUSIONS
32004,"However, we show that finding the correct balance between image recognition and verification is essential to pushing the model towards desired behavior, suggesting that a pipeline of recognition followed by verification is a more promising approach.",CONCLUSIONS
32018,Our results demonstrate that our attacks can accurately steal hyperparameters.,CONCLUSIONS
32020,Our results highlight the need for new defenses against our hyperparameter stealing attacks for certain machine learning algorithms.,CONCLUSIONS
32025,"SFL techniques should propose new ways to generate reduced sets of suspicious entities, combine different spectra to fine-tune the fault localization ability, use strategies to collect fine-grained coverage levels from suspicious coarser levels for balancing execution costs and output precision, and propose new techniques to cope with multiple-fault programs.",CONCLUSIONS
32026,"Moreover, additional user studies are needed to understand better how SFL techniques can be used in practice.",CONCLUSIONS
32027,We conclude by presenting a concept map about topics and challenges for future research in SFL.,METHODS/CONCLUSIONS
32032,"Here, I want to recapitulate on this research challenge and outline an initiative, the Naming the Pain in Requirements Engineering Initiative, that aims at tackling this problem.",CONCLUSIONS
32036,"Among other results, we found changes in the related vocabulary, in the mentioned entities, in the surrounding topics and in the contextual polarity around the term ""fake news"", suggesting that this expression underwent a change in perception and conceptualization after 2016.",CONCLUSIONS
32042,"Along with this dataset, we also hosted the first Evaluation on Chinese Machine Reading Comprehension (CMRC-2017) and successfully attracted tens of participants, which suggest the potential impact of this dataset.",CONCLUSIONS
32046,"In this work, we present memory matching networks (MMN) for classifying DNA sequences as protein binding sites.",CONCLUSIONS
32055,Experiments on photo-to-caricature translation of faces in the wild show considerable performance gain of our proposed method over state-of-the-art translation methods as well as its potential real applications.,RESULTS/CONCLUSIONS
32067,The patched version of the random access procedure is compared with the default one and the issues arising from massive simultaneous access from mobile terminals in LTE are assessed via a simulation campaign.,RESULTS/CONCLUSIONS
32076,Our results show that this approach is in particular beneficial for multimodal datasets (PAMAP2) where it outperforms networks using full precision weights in the first layer by 1:92 percentage points (pp) while consuming only 2 % of the chip area.,RESULTS/CONCLUSIONS
32088,"The rate is quadratic in delay, inversely proportional to the room volume, and proportional to the product of beam coverage fractions of the transmitter and receiver antennas.",RESULTS/CONCLUSIONS
32091,It turns out that the power-delay spectrum is unaffected by the antenna directivity.,CONCLUSIONS
32092,"However, Monte Carlo simulations show that antenna directivity does indeed play an important role for the distribution of instantaneous mean delay and rms delay spread",CONCLUSIONS
32103,Key findings based on the statistical investigation indicate that the novelty metric has significant predictive effects on the growth of scientific literature and the predictive effects may last for more than ten years.,CONCLUSIONS
32104,We demonstrated the effectiveness and practical implications of the novelty metric in three case studies.,CONCLUSIONS
32113,Our representative numerical results including comparisons with benchmark designs corroborate the usefulness of proposed framework and provide useful insights on the interplay of critical system parameters.,RESULTS/CONCLUSIONS
32121,"The method is based on classification-driven stochastic watershed (WS) by Monte Carlo simulations, and it gives more regular and reliable contours than standard WS.",METHODS/RESULTS/CONCLUSIONS
32138,"Thus, this algorithm improves the best known time bound while retaining an acceptable space complexity that is in general less than quadratic in the size of the state space.",CONCLUSIONS
32142,"This leads to Evolution-Preserving Trajectory (EPT) descriptors, a novel type of video descriptor that significantly outperforms Trajectory-pooled Deep-learning Descriptors.",RESULTS/CONCLUSIONS
32158,This lead to making e-learning conquered among independent learners.,CONCLUSIONS
