,Abstract,Task 1
22516,This scheme has been evaluated in time and discrete cosine transform (DCT) domains and the output of predicted phonemes show the potentiality of the FNPC to reconstruct complicated signals.,RESULTS
22517,"The experiments were conducted on three voiced plosive phonemes, b/d/g/ in time and DCT domains versus the number of neurons in the hidden layer.",RESULTS
22519,"Evaluations revealed that the performance of FNPC system, trained to predict DCT coefficients is more desirable, particularly for frames with the wider distribution of energy, compared to time samples.",RESULTS/CONCLUSIONS
22524,"Empirically, we show that the proposed ARTGAN is capable to create realistic artwork, as well as generate compelling real world images that globally look natural with clear shape on CIFAR-10.",RESULTS
22529,We illustrate the expressiveness of the dialect by showing the representation of several typical complex activities.,RESULTS
22530,"Furthermore, we present a detailed evaluation of the system through experimentation on a benchmark dataset of surveillance videos.",RESULTS
22546,Our experiments carried out on the One Billion Word benchmark show a significant improvement over the state of the art ensemble without retraining of the basic modules.,RESULTS
22560,"Most of the current solvers can only answer questions related to the quantity, while our system can answer different kinds of questions like `who', `what' other than the quantity related questions `how many'.",RESULTS
22576,"Using publicly available data and by using machine learning experiments, we show our proposed icon clusters significantly boost the efficacy of malware prediction models.",RESULTS
22577,"In particular, our experiments show an average accuracy increase of 10% when icon clusters are used in the prediction model.",RESULTS
22583,"Our results include the identification of the largest cluster based on keywords, the timeline of publication of index terms, the core journals and key subject categories.",RESULTS
22584,"We also identify the core authors, top countries of origin of the manuscripts along with core research institutes.",RESULTS
22585,"Finally, our results have interestingly revealed the strong presence of agent-based computing in a number of non-computing related scientific domains including Life Sciences, Ecological Sciences and Social Sciences.",RESULTS/CONCLUSIONS
22588,"Training and validation was performed on the original JSRT dataset (dataset #01), BSE-JSRT dataset, i.e. the same JSRT dataset, but without clavicle and rib shadows (dataset #02), original JSRT dataset after segmentation (dataset #03), and BSE-JSRT dataset after segmentation (dataset #04).",METHODS/RESULTS
22589,The results demonstrate the high efficiency and usefulness of the considered pre-processing techniques in the simplified configuration even.,RESULTS/CONCLUSIONS
22590,The pre-processed dataset without bones (dataset #02) demonstrates the much better accuracy and loss results in comparison to the other pre-processed datasets after lung segmentation (datasets #02 and #03).,RESULTS/CONCLUSIONS
22595,The experimental results show that our improved video GAN model outperforms state-of-theart video generative models on multiple challenging datasets.,RESULTS
22596,"Furthermore, we demonstrate the superiority of our model by successfully extending it to three challenging problems: video colorization, video inpainting, and future prediction.",RESULTS
22603,"Our experiments, conducted on the dataset of the TREC Contextual Suggestion Track, show that social scores are more effective than scores based venues' content.",RESULTS
22611,Here we report recent results that enable selective sampling in the original Cover-Hart setting.,RESULTS
22612,Our results pose three selection heuristics and prove that their nearest neighbor rule predictions converge to the true pattern.,RESULTS/CONCLUSIONS
22613,"Two of the algorithms are computationally cheap, with complexity growing linearly in the number of samples.",RESULTS/CONCLUSIONS
22619,Experimental results show that the proposed method can successfully localize and classify masses with less annotation effort.,RESULTS
22620,"The results trained with only 10 strongly annotated images along with weakly annotated images were comparable to results trained from 800 strongly annotated images, with the 95% confidence interval of difference -3.00%--5.00%, in terms of the correct localization (CorLoc) measure, which is the ratio of images with intersection over union with ground truth higher than 0.5.",RESULTS
22621,"With the same number of strongly annotated images, additional weakly annotated images can be incorporated to give a 4.5% point increase in CorLoc, from 80.00% to 84.50% (with 95% confidence intervals 76.00%--83.75% and 81.00%--88.00%).",RESULTS
22622,The effects of different algorithmic details and varied amount of data are presented through ablative analysis.,RESULTS
22626,"In this context, novel reactive power control rules are analyzed under a unifying linearized grid model.",RESULTS
22627,"For single-phase grids, our proximal gradient scheme has computational complexity comparable to that of the rule suggested by the IEEE 1547.8 standard, but it enjoys well-characterized convergence guarantees.",METHODS/RESULTS
22628,Adding memory to the scheme results in accelerated convergence.,METHODS/RESULTS
22629,"For three-phase grids, it is shown that reactive injections have a counter-intuitive effect on bus voltage magnitudes across phases.",RESULTS
22630,"Nevertheless, when our control scheme is applied to unbalanced conditions, it is shown to reach an equilibrium point.",RESULTS
22631,Yet this point may not correspond to the minimizer of a voltage regulation problem.,RESULTS
22633,This paper begins with a discussion of integration over probability types (p-types).,METHODS/RESULTS
22634,"After doing that, the paper re-visits 3 mainstay problems of classical (non-quantum) Shannon Information Theory (SIT): source coding without distortion, channel coding, and source coding with distortion.",RESULTS
22635,"The paper proves well-known, conventional results for each of these 3 problems.",RESULTS
22636,"However, the proofs given for these results are not conventional.",METHODS/RESULTS
22642,"Such theoretical design of topologies can conveniently reconstruct the mesh and hypercubic graphs, widely used as today's network topologies.",RESULTS
22643,Our symplectic algebraic approach helps generate many classes of graphs suitable for network topologies.,RESULTS/CONCLUSIONS
22648,We evaluate the fidelity and plausibility of 3D scenes generated with our grounding approach through human judgments.,RESULTS
22649,"To ease evaluation on this task, we also introduce an automated metric that strongly correlates with human judgments.",RESULTS
22653,We show that the resulting representations improve performance over current approaches for hypernym prediction and image-caption retrieval.,RESULTS
22654,A system is described for exchanging encrypted short messages between computers which remain permanently isolated from any network accessible to the attacker.,OBJECTIVES/RESULTS
22655,The main advantage is effective protection of these computers from malware which could circumvent the encryption.,RESULTS
22661,"In particular, the paper presents a higher-order-logic formalization of generic Fault Tree gates, i.e., AND, OR, NAND, NOR, XOR and NOT and the formal verification of their failure probability expressions.",RESULTS
22662,"Moreover, we have formally verified the generic probabilistic inclusion-exclusion principle, which is one of the foremost requirements for conducting the FTA-based failure analysis of any given system.",RESULTS
22663,"For illustration purposes, we conduct the FTA-based failure analysis of a solar array that is used as the main source of power for the Dong Fang Hong-3 (DFH-3) satellite.",RESULTS/CONCLUSIONS
22670,The experimental results show the effectiveness of the proposed method by comparing to the state-of-the-art human-pose estimation methods based on pose priors that are estimated from physiologically inspired graphical models or learned from a holistic perspective.,RESULTS/CONCLUSIONS
22677,"Our study shows the effective use of RetainVis for gaining insights into how individual medical codes contribute to making risk predictions, using EMRs of patients with heart failure and cataract symptoms.",RESULTS
22678,Our study also demonstrates how we made substantial changes to the state-of-the-art RNN model called RETAIN in order to make use of temporal information and increase interactivity.,RESULTS
22685,"We found that grid based approach was computationally impractical, while using a tree of voronoi planes (using scalable K-Means++ initial seeds) drastically outperformed the Kd-tree tree method as dimensionality increased.",RESULTS/CONCLUSIONS
22691,Approach: We designed and implemented a system to support open programming language interpreters.,METHODS/RESULTS
22692,The prototype implementation is integrated in the Neverlang framework.,METHODS/RESULTS
22693,"The system exposes the structure, behavior and the runtime state of any Neverlang-based interpreter with the ability to modify it.",METHODS/RESULTS
22694,"Knowledge: Our system provides a complete control over interpreter's structure, behavior and its runtime state.",RESULTS
22695,The approach is applicable to every Neverlang-based interpreter.,RESULTS
22696,Adaptation code can potentially be reused across different language implementations.,RESULTS
22697,Grounding: Having a prototype implementation we focused on feasibility evaluation.,RESULTS/CONCLUSIONS
22698,The paper shows that our approach well addresses problems commonly found in the research literature.,RESULTS/CONCLUSIONS
22699,"We have a demonstrative video and examples that illustrate our approach on dynamic software adaptation, aspect-oriented programming, debugging and context-aware interpreters.",RESULTS/CONCLUSIONS
22700,"Importance: To our knowledge, our paper presents the first reflective approach targeting a general framework for language development.",RESULTS/CONCLUSIONS
22701,Our system provides full reflective support for free to any Neverlang-based interpreter.,RESULTS/CONCLUSIONS
22702,We are not aware of any prior application of open implementations to programming language interpreters in the sense defined in this paper.,RESULTS/CONCLUSIONS
22703,"Rather than substituting other approaches, we believe our system can be used as a complementary technique in situations where other approaches present serious limitations.",RESULTS/CONCLUSIONS
22710,"We present experiments on several image-to-image translation tasks and demonstrate that Sem-GAN improves the quality of the translated images significantly, sometimes by more than 20% on the FCN score.",RESULTS
22719,"We found that conventional selection strategies, such as first-come-first-served or round robin, may delay a significant fraction of the vehicles by more than two hours, even when the total available power over the course of a day is two or three times the power required by the vehicles.",RESULTS
22720,"However, a selection mechanism that minimizes the maximum delay can reduce the delays to a few minutes, even when the capacity available for charging electric vehicles exceeds their requirements by as little as 5%.",RESULTS
22723,"According to the results, (i) the adoption of CAA is still at a modest level; only a little below two percent of the popular domains sampled have adopted CAA.",RESULTS
22724,"Among the domains that have adopted CAA, (ii) authorizations dealing with wildcard certificates are rare compared to conventional certificates.",RESULTS
22725,"Interestingly, (iii) the results only partially reflect the market structure of the global certificate business.",RESULTS
22732,Simulations with two typical traffic scenes for multiple vehicles demonstrate the effectiveness and efficiency of our method.,RESULTS/CONCLUSIONS
22743,Our algorithm smoothly animates arrows along the flow while controlling their density in the domain over time.,RESULTS
22744,Several strategies have been combined to lower the unavoidable popping artifacts arising when arrows appear and disappear and to achieve visually pleasing animations.,RESULTS
22745,Disturbing arrow rotations in low velocity regions are also handled by continuously morphing arrow glyphs to semi-transparent discs.,METHODS/RESULTS
22746,"To substantiate our method, we provide results for synthetic and real velocity field datasets.",METHODS/RESULTS
22756,"Then, we use our framework to instantiate cost models for specific Hadoop data formats (namely SequenceFile, Avro and Parquet), and test it with realistic use cases.",RESULTS
22757,"Our solution gives on average 33% speedup over SequenceFile, 11% speedup over Avro, 32% speedup over Parquet, and overall, it provides upto 25% performance gain.",RESULTS
22762,"We then show how to construct a classifier to predict whether distressed users are helped or harmed by the interactions in the thread, and we achieve a macro-F1 score of up to 0.69.",METHODS/RESULTS/CONCLUSIONS
22771,"To evaluate the performance of our solution, we collect real-world data from the Samsung Game Launcher platform that includes tens of thousands of games and hundreds of millions of user-app interactions.",RESULTS
22775,"We find that from this perspective, the behavior of deep policy gradient algorithms often deviates from what their motivating framework would predict.",RESULTS
22778,"The equation can be used in investigation of mechanical, aerodynamic, structural and technological properties of a Moebius strip, which is used as a basic element of a new configuration of an airplane wing.",RESULTS
22779,Condition for existence of exact solutions by a matrix method and a method of separation of variables are studied and determined.,OBJECTIVES/RESULTS/CONCLUSIONS
22780,"As examples, numerical solutions on Moebius strip and projective plane are presented.",RESULTS/CONCLUSIONS
22787,Experimental results show that the proposed spatial VAEs outperform original VAEs in capturing rich structural and spatial information.,RESULTS/CONCLUSIONS
22794,"Results: Our solution enables to compute the effectiveness measure of a treatment based on patient records, while preserving privacy.",RESULTS
22795,"Moreover, clinicians are not burdened with the computational and communication costs introduced by the privacy-preserving techniques that are used.",RESULTS
22796,"Our system is able to compute the effectiveness of 100 treatments for a specific patient in less than 24 minutes, querying a database containing 20,000 patient records.",RESULTS
22802,"We show that LSTM networks with sentence-level attention on context and current turn, as well as the conditional LSTM network (Rocktaschel et al.",RESULTS
22803,"2016), outperform the LSTM model that reads only the current turn.",RESULTS
22808,We propose a measure and a metric on the sets of infinite traces generated by a set of atomic propositions.,RESULTS
22809,"To compute these quantities, we first map properties to subsets of the real numbers and then take the Lebesgue measure of the resulting sets.",RESULTS
22810,We analyze how this measure is computed for Linear Temporal Logic (LTL) formulas.,RESULTS
22811,An implementation for computing the measure of bounded LTL properties is provided and explained.,RESULTS
22815,"These bounds generalize the aligned image sets approach, and are useful instruments to obtain GDoF characterizations for wireless networks, especially with multiple antenna nodes, subject to arbitrary channel strength and channel uncertainty levels.",METHODS/RESULTS
22816,"To demonstrate the utility of these bounds, we consider a non-trivial instance of wireless networks - a two user interference channel with different number of antennas at each node, and different levels of partial channel knowledge available to the transmitters.",OBJECTIVES/RESULTS
22817,We obtain tight GDoF characterization for specific instance of this channel with the aid of sum-set inequalities.,RESULTS/CONCLUSIONS
22824,Our new flight trajectory generation algorithm thus can significantly improve upon prior Dubins based trajectory generation work by considering these data-driven geometric criteria.,RESULTS
22826,"As a use case, we consider the Hudson River ditching of US Airways 1549 in January 2009 using a flight simulator to evaluate our trajectories and to get sensor data.",RESULTS
22832,"This result convinces us that the problem of facial attractiveness prediction can be solved by deep learning approach, and it also shows the important roles of the facial smoothness, lightness, and color information that were involved in facial beauty perception, which is consistent with the result of recent psychology studies.",RESULTS/CONCLUSIONS
22833,"Furthermore, we analyze the high-level features learnt by CNN through visualization of its hidden layers, and some interesting phenomena were observed.",RESULTS
22841,We have compared the proposed algorithm with state-of-art spectral projected gradient algorithm for multiple measurement vectors on both real and synthetic datasets.,RESULTS
22843,An algorithmic framework to compute sparse or minimal-TV solutions of linear systems is proposed.,RESULTS
22844,The framework includes both the Kaczmarz method and the linearized Bregman method as special cases and also several new methods such as a sparse Kaczmarz solver.,RESULTS
22845,The algorithmic framework has a variety of applications and is especially useful for problems in which the linear measurements are slow and expensive to obtain.,RESULTS
22846,"We present examples for online compressed sensing, TV tomographic reconstruction and radio interferometry.",RESULTS
22849,"Here, we begin by demonstrating that learning a control policy incrementally with a representation from a standard neural network fails in classic control domains, whereas learning with a representation obtained from a neural network that has sparsity properties enforced is effective.",METHODS/RESULTS
22850,"We provide evidence that the reason for this is that the sparse representation provides locality, and so avoids catastrophic interference, and particularly keeps consistent, stable values for bootstrapping.",RESULTS/CONCLUSIONS
22853,"We identify a simple but effective way to obtain sparse representations, not afforded by previously proposed strategies, making it more practical for further investigation into sparse representations for reinforcement learning.",RESULTS
22861,"Extensive evaluations on the recommendations provided by our tool, show that PRESISTANT can effectively help non-experts in order to achieve improved results in their analytical tasks.",RESULTS
22868,"Our results show that receivers that are based on MFS cannot achieve arbitrary low SERs, whereas the SER goes to zero as the power grows for the optimal receiver.",RESULTS
22869,"Furthermore, we devise a heuristic demodulator, which together with the MD detector yields a receiver that is simpler than the optimal one and can achieve arbitrary low SERs.",RESULTS
22877,Experiments show that the control agent exhibits desirable control behavior and avoids collision without any mistake in various uncertain environments.,RESULTS
22880,The multi-task setup reduces cascading errors between tasks and leverages cross-sentence relations through coreference links.,RESULTS
22881,Experiments show that our multi-task model outperforms previous models in scientific information extraction without using any domain-specific features.,RESULTS
22882,"We further show that the framework supports construction of a scientific knowledge graph, which we use to analyze information in scientific literature.",RESULTS
22886,This paper proves that the problem remains #P-complete even for circle graphs.,RESULTS
22887,"Additionally, this paper proposes a linear-time algorithm for solving the problem for proper circular-arc graphs, which are a subclass of circle graphs and a superclass of proper interval graphs.",RESULTS
22896,"As the learning method is trained, the system can learn from the results of its own actions and the performance improves well beyond the performance of the initial controller.",RESULTS/CONCLUSIONS
22901,"In the primary case, the stability of the controlled system is proven in a general hybrid AC/DC network which may include asynchronous AC subsystems.",RESULTS
22902,"Furthermore, it is demonstrated that power-sharing across the AC/DC network is significantly improved compared to previously proposed dual droop control.",RESULTS
22903,The proposed scheme for secondary control guarantees the convergence of the AC system frequencies and the average DC voltage of each DC subsystem to their nominal values respectively.,RESULTS
22904,An optimal power allocation is also achieved at steady-state.,RESULTS
22905,The applicability and effectiveness of the proposed algorithms are verified by simulation on a test hybrid AC/DC network in MATLAB / Simscape Power Systems.,RESULTS/CONCLUSIONS
22918,"We show that with moderate learning, DeepCorr can correlate Tor connections (and therefore break its anonymity) with accuracies significantly higher than existing algorithms, and using substantially shorter lengths of flow observations.",METHODS/RESULTS
22919,"For instance, by collecting only about 900 packets of each target Tor flow (roughly 900KB of Tor data), DeepCorr provides a flow correlation accuracy of 96% compared to 4% by the state-of-the-art system of RAPTOR using the same exact setting.",RESULTS
22922,"First, using policy gradient and mixed-loss methods for reinforcement learning, we directly optimize sentence-level task-based metrics (as rewards), achieving significant improvements over the baseline, based on both automatic metrics and human evaluation on multiple datasets.",METHODS/RESULTS
22923,"Next, we propose a novel entailment-enhanced reward (CIDEnt) that corrects phrase-matching based metrics (such as CIDEr) to only allow for logically-implied partial matches and avoid contradictions, achieving further significant improvements over the CIDEr-reward model.",METHODS/RESULTS
22924,"Overall, our CIDEnt-reward model achieves the new state-of-the-art on the MSR-VTT dataset.",RESULTS
22927,"Importantly, the proposed technique offers the same linear computational complexity and constant learning complexity as classical CNNs, while being universal to any graph structure.",RESULTS
22928,"Experiments on MNIST and 20NEWS demonstrate the ability of this novel deep learning system to learn local, stationary, and compositional features on graphs.",RESULTS
22932,"We demonstrate, both theoretically and empirically, that our data-dependent modeling technique is consistent, resilient to noise, valid non asymptotically and asymptotically behaves as an universal approximator of the true edge density in directed multigraphs.",RESULTS
22933,We evaluate our method using artificial graphs and present its practical interest on real world graphs.,RESULTS
22938,We extend this observation to demonstrate that this is true of all such Shannon information measures when used to analyze multivariate dependencies.,RESULTS
22939,"This has broad implications, particularly when employing information to express the organization and mechanisms embedded in complex systems, including the burgeoning efforts to combine complex network theory with information theory.",RESULTS/CONCLUSIONS
22941,"Rather, the vast majority of its informational measures are simply inadequate for determining the meaningful dependency structure within joint probability distributions.",RESULTS/CONCLUSIONS
22946,We prove an effective version of Choquet's capacity theorem by showing that every computable capacity may be obtained from a computable measure in this way.,METHODS/RESULTS/CONCLUSIONS
22947,We establish conditions on the measure m that characterize when the capacity of an m-random closed set equals zero.,METHODS/RESULTS
22948,This includes new results in classical probability theory as well as results for algorithmic randomness.,RESULTS
22949,"For certain computable measures, we construct effectively closed sets with positive capacity and with Lebesgue measure zero.",RESULTS
22950,"We show that for computable measures, a real q is upper semi-computable if and only if there is an effectively closed set with capacity q.",RESULTS/CONCLUSIONS
22956,"We learn the preferences by leveraging user similarities defined through different types of relations, and show that our method outperforms state-of-the-art approaches, including matrix factorization and other heterogeneous graph-based analysis.",METHODS/RESULTS
22957,"We evaluate PNP on publicly available real-world data and show that it is highly scalable and effectively provides movie designs oriented towards different groups of users, including men, women, and adolescents.",RESULTS/CONCLUSIONS
22963,"Experiments on Market-1501 and Deepfashion datasets show that our model does not only generate realistic person images with new foregrounds, backgrounds and poses, but also manipulates the generated factors and interpolates the in-between states.",RESULTS
22964,Another set of experiments on Market-1501 shows that our model can also be beneficial for the person re-identification task.,RESULTS
22968,"In this paper, we propose a modelbased approach to impact analysis, in which explicit impact rules can be specified in a domain specific language (DSL).",RESULTS
22969,These impact rules define consequences of designated UML class diagram changes on software artifacts and the need of dependent activities such as data evolution.,RESULTS
22970,The UML class diagram changes are identified automatically using model differencing.,RESULTS
22972,"By explicitly defining this knowledge, it is possible to create a checklist with hints about development steps that are (potentially) necessary to manage the evolution.",RESULTS
22981,The proposed model managed to achieve a macro-F1 score of 0.692.,RESULTS
22986,"Computational simulations of our model indicate that high excitatory states or long distance under-connectivity are at the origins of cognitive alterations, as difficulty in categorization and mental rigidity.",RESULTS
22987,"More specifically, the enlargement of excitatory synaptic reach areas in a cortical map development conducts to low categorization (over-selectivity) and poor concepts formation.",RESULTS
22988,"And, both the over-strengthening of local excitatory synapses and the long distance under-connectivity, although through distinct mechanisms, contribute to impaired categorization (under-selectivity) and mental rigidity.",RESULTS
22989,"Our results indicate how, together, both local and global brain connectivity alterations give rise to spoiled cortical structures in distinct ways and in distinct cortical areas.",RESULTS
22996,"We evaluate our approach on two challenging datasets of interacting people captured from multiple wearable cameras, and show that our proposed method performs significantly better than the state-of-the-art on both person segmentation and identification.",RESULTS/CONCLUSIONS
23002,A series of benchmarks have been generated during the evaluation process for technology selection.,RESULTS
23010,The proposed method yields 95 % accuracy on the validation set compared to previously reported 77 % accuracy rates in the literature.,RESULTS
23015,"To demonstrate the application of our framework, case studies are further provided under two network scenarios with different MAC protocols to show how the E2E delay can be analytically determined for a given network scenario.",METHODS/RESULTS
23016,"Finally, we present extensive simulation and numerical results to illustrate the efficiency of our delay analysis as well as the impacts of network parameters on delay performance.",RESULTS
23020,The permutation of Curvelet coefficients from original image and edges image obtained from gradient operator is used to improve original edges.,RESULTS/CONCLUSIONS
23021,Experimental results show that this method brings out details on edges when the decomposition scale increases.,RESULTS/CONCLUSIONS
23030,Extensive experiments show that our method significantly outperforms best-reported results on two standard Pose Tracking datasets by 13 mAP 25 MOTA and 6 mAP 3 MOTA respectively.,RESULTS
23031,"Moreover, in the case of working on detected poses in individual frames, the extra computation of pose tracker is very minor, guaranteeing online 10FPS tracking.",RESULTS
23039,"We argue that less expressive discriminators are smoother and have a general coarse grained view of the modes map, which enforces the generator to cover a wide portion of the data distribution support.",RESULTS
23040,"On the other hand, highly expressive discriminators ensure samples quality.",RESULTS
23041,"Finally, experimental results show that our approach improves samples quality and diversity over existing baselines by effectively learning a curriculum.",RESULTS/CONCLUSIONS
23042,These results also support the claim that weaker discriminators have higher entropy improving modes coverage.,RESULTS/CONCLUSIONS
23051,"The residual branch is able to promote feature reuse, while the dense branch is beneficial to the exploration of new features.",METHODS/RESULTS
23053,"Extensive experiments on various MR images, including proton density (PD), T1 and T2 images, show that the proposed CSN model achieves superior performance over other state-of-the-art SISR methods.",RESULTS/CONCLUSIONS
23056,"In this paper, we prove decidability of the insecurity problem of cryptographic protocols where the signature schemes employed in the concrete realisation have this two properties.",RESULTS/CONCLUSIONS
23060,"Our findings from this work are new, and can have a significant impact on the development of gradient descent based methods for training deep networks.",RESULTS
23061,"We validated our hypotheses using an extensive experimental evaluation on standard datasets such as MNIST and CIFAR-10, and also showed that recent efforts that attempt to escape saddles finally converge to saddles with high degeneracy, which we define as `good saddles'.",RESULTS
23062,We also verified the famous Wigner's Semicircle Law in our experimental results.,RESULTS
23066,"A non-linear dimensionality reduction technique is used to show that these data lie on a two-dimensional (2D) smooth manifold parameterized by the motor states of the listener, or equivalently, the sound source directions.",METHODS/RESULTS
23072,Comparisons of the proposed approach with several existing methods reveal that the combination of acoustic-space learning with Bayesian inference enables our method to outperform state-of-the-art methods.,RESULTS
23074,We obtain an incisive and compact DNA-inspired characterization of user actions.,RESULTS
23094,"As a result, a new novel approach by using combination of Gray-Level Co-occurrence Matrix, lacunarity and Shen features and a Bayesian classifier gives a better result compared to other plant identification systems.",METHODS/RESULTS
23096,The results show that the system gives an accuracy rate of 97.19% when using the Flavia dataset and 95.00% when using the Foliage dataset and outperforms other approaches.,RESULTS/CONCLUSIONS
23103,"SICR is tested on various types of 1-D sensors data from passive infrared, accelerometer and seismic sensors with more than 90% classification accuracy.",RESULTS
23108,Experiments on four language pairs demonstrate the superiority of our mixture model compared to a SEQ2SEQ baseline with standard or diversity-boosted beam search.,RESULTS
23111,Generalizations of Gerschgorin type theorems are discussed for the left and the right eigenvalues of a quaternionic matrix.,BACKGROUND/METHODS/RESULTS
23112,Thereafter a sufficient condition for the stability of a quaternionic matrix is given that generalizes the stability condition for a complex matrix.,RESULTS
23113,"Finally, a characterization of bounds for the zeros of quaternionic polynomials is presented.",RESULTS
23116,"Our experiments demonstrate monaa's performance advantage, especially in online usage.",RESULTS
23119,"We present their proof in terms of 1-tape Turing machines.We also provide an alternative proof of Buntrock and Otto's result that the set of non-square bitstrings, which is context-free, is not Church-Rosser.",RESULTS
23122,We show semi-global stability of the origin of the closed-loop system and also the recovery of the performance of an auxiliary system using a full-order observer.,METHODS/RESULTS
23124,"Finally, we provide a simulation example that illustrates the design procedure.",RESULTS
23126,The security analysis of authentication and communication processes against many types of attacks proved that the attacker cannot gain any information during intercepting either authentication or communication processes.,RESULTS
23135,Simulation results confirm the theoretical results and show the error and goodput performance for different parameters such as block size or noise generation rate.,RESULTS
23140,"We show how a polynomial function fitting calibration performs equally well with and without eyeglasses, and how a geometrical eye model behaves when exposed to glasses.",RESULTS
23147,We derive results pertaining to the probability of reaching consensus on a particular opinion and also the expected consensus time.,RESULTS
23148,"We find that although including an external influence leads to a faster consensus in general, this effect is more pronounced in the VM as compared to the TVM.",RESULTS
23152,"In addition to confirming the general mantra ""more data and larger models"", we address scaling to multiple GPUs and provide practical tips for improved training regarding batch size, learning rate, warmup steps, maximum sentence length and checkpoint averaging.",RESULTS
23157,"Based on the most recently available data for the energy consumption of phase shifters and switches, we show that there are cases where fully-digital beamformers may achieve a larger energy efficiency than lower-complexity solutions, as well as that structures based on the exclusive use of switches achieve quite unsatisfactory performance in realistic scenarios.",METHODS/RESULTS/CONCLUSIONS
23163,We show that experienced radiologists are unable to distinguish between real and simulated scar tissue.,RESULTS
23164,Training a U-Net with additional scans with scar tissue simulated by ScarGAN increases the percentage of scar pixels correctly included in LV myocardium prediction from 75.9% to 80.5%.,RESULTS
23171,"In the DRIVE database, the optic disk in all images is correctly located and the mean overlap reached to 43.21%.",RESULTS
23172,The optic disk is correctly detected in 98% of the images with the mean overlap of 36.32% in the KHATAM database.,RESULTS
23183,"We performed an extensive experimental evaluation in the ExoGENI testbed, demonstrating that our solution significantly reduces execution time when compared to traditional methods that achieve the same level of resilience.",RESULTS
23189,The data from the case study helped identify interesting and actionable reasons why users terminate HPC jobs.,RESULTS/CONCLUSIONS
23190,"It also helped confirm that user terminated jobs may be associated with non-trivial amount of wasted computation, which if reduced can help improve the ROI of HPC clusters.",RESULTS/CONCLUSIONS
23200,"We conclude that particularly in Physics, Clinical Medicine, and Public Health, metrics agree quite well with peer review and may offer an alternative to peer review.",RESULTS/CONCLUSIONS
23201,"In this paper we develop a new framework that captures the common landscape underlying the common non-convex low-rank matrix problems including matrix sensing, matrix completion and robust PCA.",OBJECTIVES/RESULTS
23202,"In particular, we show for all above problems (including asymmetric cases): 1) all local minima are also globally optimal; 2) no high-order saddle points exists.",METHODS/RESULTS
23207,This paper briefly surveys seven known formulations of vertex colouring and introduces a formulation of vertex colouring using a suitable clique partition of the graph.,RESULTS
23210,"Its performance depends on the quality of the clique partition, but encouraging empirical results for the Udine Course Timetabling problem are reported.",RESULTS/CONCLUSIONS
23212,We show that qwn-ppv outperforms other automatically generated lexicons for the four extrinsic evaluations presented here.,RESULTS
23213,It also shows very competitive and robust results with respect to manually annotated ones.,RESULTS
23217,"This poses a significant challenge for an interpretation of PDL through stochastic Kripke models, because the programs' operations do not always have a natural counterpart in the set of stochastic relations.",OBJECTIVES/METHODS/RESULTS
23218,We use rewrite rules for building up an interpretation of PDL.,METHODS/RESULTS
23219,"It is shown that each program corresponds to an essentially unique irreducible tree, which in turn is assigned a predicate lifting, serving as the program's interpretation.",METHODS/RESULTS
23220,The paper establishes and studies this interpretation.,RESULTS/CONCLUSIONS
23223,"It has the advantage of expressing all operations as folds over terms, including by-need evaluation, recovery of the initial syntax-tree encoding for any term, and eliminating most garbage-collection tasks.",RESULTS
23226,Timing and maximum stack space usage results for executing benchmark problems are presented.,RESULTS
23242,"In the subsequent investigation, some interesting findings are obtained.",RESULTS
23243,"For the identifier naming popularity, it is found that Camel and Pascal naming conventions are leading the road while Hungarian notation is vanishing.",RESULTS
23244,"For the identifier naming consistency, we have found that the projects written in Java have a much better performance than those written in C and C++.",RESULTS
23252,"First, we demonstrate the use in applications where single filter applications are desired for runtime reasons.",METHODS/RESULTS
23253,"Further, we show how this algorithm can be used to learn the pairwise potentials in densely connected conditional random fields and apply these to different image segmentation tasks.",METHODS/RESULTS
23254,"Finally, we introduce layers of bilateral filters in CNNs and propose bilateral neural networks for the use of high-dimensional sparse data.",METHODS/RESULTS
23255,This view provides new ways to encode model structure into network architectures.,RESULTS/CONCLUSIONS
23256,A diverse set of experiments empirically validates the usage of general forms of filters.,RESULTS/CONCLUSIONS
23263,"The multilayer architecture that results systematically reveals hierarchical image structure in terms of multiscale, multiorientation properties of visual spacetime.",RESULTS
23265,Empirical evaluation on multiple standard datasets shows that it sets a new state-of-the-art.,RESULTS
23270,Our methods significantly out-perform the state of the art on two benchmark datasets.,RESULTS
23271,"We also show, qualitatively, that the proposed feature representations are discriminative at both local and continental spatial scales.",RESULTS
23276,"Extensive experiments are conducted on two most popular and challenging face detection benchmarks, FDDB and WIDER FACE, to demonstrate the superiority of the proposed approach over state-of-the-arts.",RESULTS
23279,Malthusian reinforcement learning harnesses the competitive pressures arising from growing and shrinking population size to drive agents to explore regions of state and policy spaces that they could not otherwise reach.,RESULTS
23287,"Theoretically, we establish the Bahadur representation of the estimator.",RESULTS
23288,"Based on the representation, the asymptotic normality is further derived, which shows that the MDL estimator achieves the optimal statistical efficiency, i.e., the same efficiency as the classical linear SVM applying to the entire dataset in a single machine setup.",RESULTS
23290,We provide simulation studies to demonstrate the performance of the proposed MDL estimator.,RESULTS
23297,"We study the effect of the feedback function on the QoS parameters for both kinds of packets .Mathematical description and analytical results are given, and numerical results show that the proposed function achieves higher QoS for the NRT packets in the system.",RESULTS
