Id,result
T09395,METHODS
T09396,METHODS
T09397,METHODS
T09398,METHODS
T09399,METHODS
T09400,BACKGROUND
T09401,METHODS
T09402,METHODS
T09403,METHODS
T09404,METHODS
T09405,BACKGROUND
T09406,METHODS
T09407,METHODS
T09408,BACKGROUND
T09409,RESULTS
T09410,BACKGROUND
T09411,BACKGROUND
T09412,BACKGROUND
T09413,METHODS
T09414,METHODS
T09415,METHODS
T09416,BACKGROUND
T09417,RESULTS
T09418,BACKGROUND
T09419,BACKGROUND
T09420,METHODS
T09421,BACKGROUND
T09422,METHODS
T09423,METHODS
T09424,METHODS
T09425,BACKGROUND
T09426,RESULTS
T09427,METHODS
T09428,METHODS
T09429,BACKGROUND
T09430,BACKGROUND
T09431,BACKGROUND
T09432,BACKGROUND
T09433,BACKGROUND
T09434,RESULTS
T09435,METHODS
T09436,BACKGROUND
T09437,METHODS
T09438,RESULTS
T09439,BACKGROUND
T09440,METHODS
T09441,BACKGROUND
T09442,METHODS
T09443,BACKGROUND
T09444,METHODS
T09445,METHODS
T09446,BACKGROUND
T09447,RESULTS
T09448,METHODS
T09449,RESULTS
T09450,METHODS
T09451,METHODS
T09452,METHODS
T09453,METHODS
T09454,BACKGROUND
T09455,METHODS
T09456,METHODS
T09457,METHODS
T09458,METHODS
T09459,BACKGROUND
T09460,BACKGROUND
T09461,METHODS
T09462,METHODS
T09463,RESULTS
T09464,RESULTS
T09465,BACKGROUND
T09466,RESULTS
T09467,METHODS
T09468,BACKGROUND
T09469,BACKGROUND
T09470,METHODS
T09471,BACKGROUND
T09472,METHODS
T09473,METHODS
T09474,METHODS
T09475,METHODS
T09476,METHODS
T09477,BACKGROUND
T09478,BACKGROUND
T09479,METHODS
T09480,BACKGROUND
T09481,METHODS
T09482,BACKGROUND
T09483,METHODS
T09484,RESULTS
T09485,RESULTS
T09486,METHODS
T09487,METHODS
T09488,BACKGROUND
T09489,METHODS
T09490,RESULTS
T09491,BACKGROUND
T09492,METHODS
T09493,BACKGROUND
T09494,BACKGROUND
T09495,RESULTS
T09496,BACKGROUND
T09497,METHODS
T09498,BACKGROUND
T09499,BACKGROUND
T09500,METHODS
T09501,METHODS
T09502,RESULTS
T09503,METHODS
T09504,METHODS
T09505,BACKGROUND
T09506,METHODS
T09507,METHODS
T09508,METHODS
T09509,BACKGROUND
T09510,BACKGROUND
T09511,BACKGROUND
T09512,METHODS
T09513,RESULTS
T09514,METHODS
T09515,METHODS
T09516,BACKGROUND
T09517,BACKGROUND
T09518,RESULTS
T09519,BACKGROUND
T09520,BACKGROUND
T09521,BACKGROUND
T09522,BACKGROUND
T09523,METHODS
T09524,METHODS
T09525,METHODS
T09526,RESULTS
T09527,BACKGROUND
T09528,RESULTS
T09529,BACKGROUND
T09530,METHODS
T09531,METHODS
T09532,RESULTS
T09533,BACKGROUND
T09534,RESULTS
T09535,BACKGROUND
T09536,BACKGROUND
T09537,BACKGROUND
T09538,METHODS
T09539,METHODS
T09540,METHODS
T09541,BACKGROUND
T09542,BACKGROUND
T09543,RESULTS
T09544,METHODS
T09545,METHODS
T09546,METHODS
T09547,METHODS
T09548,METHODS
T09549,METHODS
T09550,RESULTS
T09551,METHODS
T09552,BACKGROUND
T09553,METHODS
T09554,METHODS
T09555,METHODS
T09556,BACKGROUND
T09557,BACKGROUND
T09558,METHODS
T09559,RESULTS
T09560,BACKGROUND
T09561,METHODS
T09562,METHODS
T09563,BACKGROUND
T09564,METHODS
T09565,METHODS
T09566,RESULTS
T09567,METHODS
T09568,METHODS
T09569,METHODS
T09570,BACKGROUND
T09571,BACKGROUND
T09572,METHODS
T09573,BACKGROUND
T09574,METHODS
T09575,METHODS
T09576,RESULTS
T09577,BACKGROUND
T09578,METHODS
T09579,METHODS
T09580,METHODS
T09581,RESULTS
T09582,METHODS
T09583,METHODS
T09584,BACKGROUND
T09585,METHODS
T09586,METHODS
T09587,BACKGROUND
T09588,BACKGROUND
T09589,METHODS
T09590,METHODS
T09591,BACKGROUND
T09592,BACKGROUND
T09593,BACKGROUND
T09594,BACKGROUND
T09595,RESULTS
T09596,BACKGROUND
T09597,BACKGROUND
T09598,RESULTS
T09599,METHODS
T09600,METHODS
T09601,RESULTS
T09602,METHODS
T09603,METHODS
T09604,RESULTS
T09605,BACKGROUND
T09606,BACKGROUND
T09607,BACKGROUND
T09608,METHODS
T09609,METHODS
T09610,METHODS
T09611,METHODS
T09612,METHODS
T09613,METHODS
T09614,METHODS
T09615,BACKGROUND
T09616,BACKGROUND
T09617,METHODS
T09618,METHODS
T09619,METHODS
T09620,METHODS
T09621,METHODS
T09622,RESULTS
T09623,RESULTS
T09624,METHODS
T09625,BACKGROUND
T09626,RESULTS
T09627,METHODS
T09628,METHODS
T09629,METHODS
T09630,BACKGROUND
T09631,METHODS
T09632,METHODS
T09633,BACKGROUND
T09634,BACKGROUND
T09635,BACKGROUND
T09636,METHODS
T09637,BACKGROUND
T09638,RESULTS
T09639,METHODS
T09640,BACKGROUND
T09641,BACKGROUND
T09642,RESULTS
T09643,RESULTS
T09644,RESULTS
T09645,METHODS
T09646,METHODS
T09647,RESULTS
T09648,BACKGROUND
T09649,METHODS
T09650,RESULTS
T09651,RESULTS
T09652,BACKGROUND
T09653,RESULTS
T09654,BACKGROUND
T09655,RESULTS
T09656,BACKGROUND
T09657,RESULTS
T09658,METHODS
T09659,BACKGROUND
T09660,METHODS
T09661,METHODS
T09662,RESULTS
T09663,METHODS
T09664,METHODS
T09665,METHODS
T09666,METHODS
T09667,METHODS
T09668,METHODS
T09669,BACKGROUND
T09670,METHODS
T09671,BACKGROUND
T09672,METHODS
T09673,METHODS
T09674,RESULTS
T09675,BACKGROUND
T09676,RESULTS
T09677,METHODS
T09678,BACKGROUND
T09679,BACKGROUND
T09680,BACKGROUND
T09681,BACKGROUND
T09682,OBJECTIVES
T09683,BACKGROUND
T09684,BACKGROUND
T09685,BACKGROUND
T09686,BACKGROUND
T09687,METHODS
T09688,METHODS
T09689,RESULTS
T09690,METHODS
T09691,RESULTS
T09692,METHODS
T09693,RESULTS
T09694,RESULTS
T09695,METHODS
T09696,METHODS
T09697,BACKGROUND
T09698,BACKGROUND
T09699,METHODS
T09700,METHODS
T09701,BACKGROUND
T09702,METHODS
T09703,BACKGROUND
T09704,BACKGROUND
T09705,BACKGROUND
T09706,METHODS
T09707,BACKGROUND
T09708,METHODS
T09709,BACKGROUND
T09710,RESULTS
T09711,METHODS
T09712,METHODS
T09713,BACKGROUND
T09714,BACKGROUND
T09715,BACKGROUND
T09716,BACKGROUND
T09717,BACKGROUND
T09718,BACKGROUND
T09719,RESULTS
T09720,RESULTS
T09721,BACKGROUND
T09722,METHODS
T09723,METHODS
T09724,METHODS
T09725,METHODS
T09726,METHODS
T09727,BACKGROUND
T09728,BACKGROUND
T09729,BACKGROUND
T09730,METHODS
T09731,BACKGROUND
T09732,BACKGROUND
T09733,METHODS
T09734,METHODS
T09735,BACKGROUND
T09736,METHODS
T09737,METHODS
T09738,METHODS
T09739,BACKGROUND
T09740,METHODS
T09741,METHODS
T09742,METHODS
T09743,BACKGROUND
T09744,METHODS
T09745,METHODS
T09746,BACKGROUND
T09747,BACKGROUND
T09748,METHODS
T09749,BACKGROUND
T09750,METHODS
T09751,BACKGROUND
T09752,METHODS
T09753,BACKGROUND
T09754,METHODS
T09755,METHODS
T09756,METHODS
T09757,BACKGROUND
T09758,METHODS
T09759,METHODS
T09760,RESULTS
T09761,METHODS
T09762,BACKGROUND
T09763,BACKGROUND
T09764,BACKGROUND
T09765,METHODS
T09766,BACKGROUND
T09767,METHODS
T09768,METHODS
T09769,METHODS
T09770,METHODS
T09771,METHODS
T09772,METHODS
T09773,METHODS
T09774,METHODS
T09775,BACKGROUND
T09776,RESULTS
T09777,METHODS
T09778,BACKGROUND
T09779,BACKGROUND
T09780,BACKGROUND
T09781,RESULTS
T09782,BACKGROUND
T09783,METHODS
T09784,BACKGROUND
T09785,METHODS
T09786,BACKGROUND
T09787,METHODS
T09788,RESULTS
T09789,METHODS
T09790,METHODS
T09791,BACKGROUND
T09792,BACKGROUND
T09793,RESULTS
T09794,BACKGROUND
T09795,OBJECTIVES
T09796,METHODS
T09797,METHODS
T09798,METHODS
T09799,BACKGROUND
T09800,BACKGROUND
T09801,METHODS
T09802,METHODS
T09803,BACKGROUND
T09804,METHODS
T09805,METHODS
T09806,BACKGROUND
T09807,RESULTS
T09808,METHODS
T09809,BACKGROUND
T09810,OBJECTIVES
T09811,BACKGROUND
T09812,METHODS
T09813,METHODS
T09814,BACKGROUND
T09815,RESULTS
T09816,BACKGROUND
T09817,METHODS
T09818,BACKGROUND
T09819,RESULTS
T09820,RESULTS
T09821,BACKGROUND
T09822,BACKGROUND
T09823,BACKGROUND
T09824,RESULTS
T09825,BACKGROUND
T09826,METHODS
T09827,BACKGROUND
T09828,METHODS
T09829,METHODS
T09830,METHODS
T09831,METHODS
T09832,METHODS
T09833,RESULTS
T09834,METHODS
T09835,METHODS
T09836,METHODS
T09837,BACKGROUND
T09838,METHODS
T09839,BACKGROUND
T09840,METHODS
T09841,METHODS
T09842,BACKGROUND
T09843,RESULTS
T09844,RESULTS
T09845,RESULTS
T09846,BACKGROUND
T09847,METHODS
T09848,METHODS
T09849,BACKGROUND
T09850,RESULTS
T09851,RESULTS
T09852,METHODS
T09853,BACKGROUND
T09854,BACKGROUND
T09855,METHODS
T09856,RESULTS
T09857,METHODS
T09858,BACKGROUND
T09859,BACKGROUND
T09860,RESULTS
T09861,BACKGROUND
T09862,BACKGROUND
T09863,RESULTS
T09864,METHODS
T09865,RESULTS
T09866,METHODS
T09867,METHODS
T09868,BACKGROUND
T09869,RESULTS
T09870,METHODS
T09871,METHODS
T09872,METHODS
T09873,BACKGROUND
T09874,METHODS
T09875,METHODS
T09876,RESULTS
T09877,BACKGROUND
T09878,METHODS
T09879,METHODS
T09880,METHODS
T09881,METHODS
T09882,METHODS
T09883,METHODS
T09884,METHODS
T09885,BACKGROUND
T09886,METHODS
T09887,METHODS
T09888,BACKGROUND
T09889,METHODS
T09890,BACKGROUND
T09891,BACKGROUND
T09892,BACKGROUND
T09893,RESULTS
T09894,METHODS
T09895,METHODS
T09896,METHODS
T09897,METHODS
T09898,RESULTS
T09899,BACKGROUND
T09900,METHODS
T09901,METHODS
T09902,METHODS
T09903,RESULTS
T09904,BACKGROUND
T09905,BACKGROUND
T09906,RESULTS
T09907,METHODS
T09908,BACKGROUND
T09909,METHODS
T09910,RESULTS
T09911,BACKGROUND
T09912,RESULTS
T09913,METHODS
T09914,METHODS
T09915,METHODS
T09916,METHODS
T09917,METHODS
T09918,BACKGROUND
T09919,BACKGROUND
T09920,BACKGROUND
T09921,METHODS
T09922,RESULTS
T09923,BACKGROUND
T09924,METHODS
T09925,METHODS
T09926,METHODS
T09927,METHODS
T09928,BACKGROUND
T09929,BACKGROUND
T09930,METHODS
T09931,METHODS
T09932,BACKGROUND
T09933,BACKGROUND
T09934,BACKGROUND
T09935,BACKGROUND
T09936,BACKGROUND
T09937,RESULTS
T09938,BACKGROUND
T09939,METHODS
T09940,BACKGROUND
T09941,RESULTS
T09942,METHODS
T09943,BACKGROUND
T09944,METHODS
T09945,BACKGROUND
T09946,METHODS
T09947,METHODS
T09948,METHODS
T09949,BACKGROUND
T09950,METHODS
T09951,BACKGROUND
T09952,METHODS
T09953,BACKGROUND
T09954,METHODS
T09955,METHODS
T09956,RESULTS
T09957,RESULTS
T09958,BACKGROUND
T09959,RESULTS
T09960,RESULTS
T09961,METHODS
T09962,METHODS
T09963,BACKGROUND
T09964,BACKGROUND
T09965,METHODS
T09966,BACKGROUND
T09967,METHODS
T09968,BACKGROUND
T09969,METHODS
T09970,BACKGROUND
T09971,METHODS
T09972,METHODS
T09973,BACKGROUND
T09974,BACKGROUND
T09975,METHODS
T09976,RESULTS
T09977,METHODS
T09978,RESULTS
T09979,BACKGROUND
T09980,METHODS
T09981,BACKGROUND
T09982,METHODS
T09983,METHODS
T09984,BACKGROUND
T09985,BACKGROUND
T09986,BACKGROUND
T09987,BACKGROUND
T09988,BACKGROUND
T09989,METHODS
T09990,RESULTS
T09991,METHODS
T09992,BACKGROUND
T09993,METHODS
T09994,METHODS
T09995,BACKGROUND
T09996,BACKGROUND
T09997,BACKGROUND
T09998,METHODS
T09999,RESULTS
T10000,BACKGROUND
T10001,METHODS
T10002,BACKGROUND
T10003,METHODS
T10004,METHODS
T10005,RESULTS
T10006,METHODS
T10007,BACKGROUND
T10008,BACKGROUND
T10009,METHODS
T10010,METHODS
T10011,METHODS
T10012,METHODS
T10013,BACKGROUND
T10014,BACKGROUND
T10015,METHODS
T10016,BACKGROUND
T10017,BACKGROUND
T10018,METHODS
T10019,RESULTS
T10020,METHODS
T10021,METHODS
T10022,BACKGROUND
T10023,METHODS
T10024,METHODS
T10025,METHODS
T10026,BACKGROUND
T10027,RESULTS
T10028,METHODS
T10029,METHODS
T10030,METHODS
T10031,BACKGROUND
T10032,BACKGROUND
T10033,BACKGROUND
T10034,RESULTS
T10035,BACKGROUND
T10036,METHODS
T10037,RESULTS
T10038,BACKGROUND
T10039,BACKGROUND
T10040,BACKGROUND
T10041,METHODS
T10042,BACKGROUND
T10043,METHODS
T10044,RESULTS
T10045,BACKGROUND
T10046,BACKGROUND
T10047,RESULTS
T10048,METHODS
T10049,METHODS
T10050,METHODS
T10051,BACKGROUND
T10052,METHODS
T10053,OBJECTIVES
T10054,BACKGROUND
T10055,METHODS
T10056,METHODS
T10057,METHODS
T10058,RESULTS
T10059,METHODS
T10060,RESULTS
T10061,METHODS
T10062,METHODS
T10063,METHODS
T10064,METHODS
T10065,RESULTS
T10066,METHODS
T10067,BACKGROUND
T10068,METHODS
T10069,BACKGROUND
T10070,METHODS
T10071,METHODS
T10072,METHODS
T10073,BACKGROUND
T10074,BACKGROUND
T10075,METHODS
T10076,BACKGROUND
T10077,METHODS
T10078,METHODS
T10079,METHODS
T10080,METHODS
T10081,METHODS
T10082,BACKGROUND
T10083,RESULTS
T10084,BACKGROUND
T10085,BACKGROUND
T10086,METHODS
T10087,METHODS
T10088,BACKGROUND
T10089,METHODS
T10090,METHODS
T10091,METHODS
T10092,METHODS
T10093,METHODS
T10094,RESULTS
T10095,BACKGROUND
T10096,METHODS
T10097,BACKGROUND
T10098,RESULTS
T10099,METHODS
T10100,METHODS
T10101,BACKGROUND
T10102,RESULTS
T10103,BACKGROUND
T10104,BACKGROUND
T10105,BACKGROUND
T10106,BACKGROUND
T10107,BACKGROUND
T10108,METHODS
T10109,RESULTS
T10110,METHODS
T10111,METHODS
T10112,METHODS
T10113,METHODS
T10114,BACKGROUND
T10115,BACKGROUND
T10116,BACKGROUND
T10117,OBJECTIVES
T10118,METHODS
T10119,BACKGROUND
T10120,METHODS
T10121,BACKGROUND
T10122,METHODS
T10123,METHODS
T10124,BACKGROUND
T10125,METHODS
T10126,BACKGROUND
T10127,BACKGROUND
T10128,METHODS
T10129,BACKGROUND
T10130,METHODS
T10131,METHODS
T10132,METHODS
T10133,BACKGROUND
T10134,BACKGROUND
T10135,METHODS
T10136,METHODS
T10137,METHODS
T10138,RESULTS
T10139,METHODS
T10140,RESULTS
T10141,RESULTS
T10142,BACKGROUND
T10143,BACKGROUND
T10144,BACKGROUND
T10145,METHODS
T10146,METHODS
T10147,RESULTS
T10148,METHODS
T10149,BACKGROUND
T10150,METHODS
T10151,METHODS
T10152,METHODS
T10153,METHODS
T10154,BACKGROUND
T10155,BACKGROUND
T10156,BACKGROUND
T10157,METHODS
T10158,BACKGROUND
T10159,METHODS
T10160,RESULTS
T10161,BACKGROUND
T10162,BACKGROUND
T10163,METHODS
T10164,RESULTS
T10165,METHODS
T10166,BACKGROUND
T10167,METHODS
T10168,BACKGROUND
T10169,METHODS
T10170,RESULTS
T10171,BACKGROUND
T10172,METHODS
T10173,METHODS
T10174,RESULTS
T10175,BACKGROUND
T10176,BACKGROUND
T10177,METHODS
T10178,BACKGROUND
T10179,METHODS
T10180,BACKGROUND
T10181,METHODS
T10182,METHODS
T10183,BACKGROUND
T10184,BACKGROUND
T10185,BACKGROUND
T10186,BACKGROUND
T10187,BACKGROUND
T10188,METHODS
T10189,BACKGROUND
T10190,BACKGROUND
T10191,BACKGROUND
T10192,RESULTS
T10193,BACKGROUND
T10194,METHODS
T10195,RESULTS
T10196,METHODS
T10197,BACKGROUND
T10198,RESULTS
T10199,BACKGROUND
T10200,METHODS
T10201,METHODS
T10202,BACKGROUND
T10203,BACKGROUND
T10204,RESULTS
T10205,METHODS
T10206,BACKGROUND
T10207,METHODS
T10208,METHODS
T10209,BACKGROUND
T10210,BACKGROUND
T10211,RESULTS
T10212,METHODS
T10213,BACKGROUND
T10214,METHODS
T10215,METHODS
T10216,BACKGROUND
T10217,BACKGROUND
T10218,METHODS
T10219,BACKGROUND
T10220,BACKGROUND
T10221,METHODS
T10222,BACKGROUND
T10223,RESULTS
T10224,BACKGROUND
T10225,METHODS
T10226,BACKGROUND
T10227,BACKGROUND
T10228,RESULTS
T10229,METHODS
T10230,METHODS
T10231,BACKGROUND
T10232,METHODS
T10233,METHODS
T10234,BACKGROUND
T10235,METHODS
T10236,METHODS
T10237,METHODS
T10238,METHODS
T10239,RESULTS
T10240,BACKGROUND
T10241,BACKGROUND
T10242,BACKGROUND
T10243,RESULTS
T10244,METHODS
T10245,RESULTS
T10246,BACKGROUND
T10247,BACKGROUND
T10248,METHODS
T10249,METHODS
T10250,BACKGROUND
T10251,BACKGROUND
T10252,BACKGROUND
T10253,BACKGROUND
T10254,BACKGROUND
T10255,METHODS
T10256,RESULTS
T10257,BACKGROUND
T10258,BACKGROUND
T10259,BACKGROUND
T10260,BACKGROUND
T10261,BACKGROUND
T10262,METHODS
T10263,OBJECTIVES
T10264,RESULTS
T10265,BACKGROUND
T10266,BACKGROUND
T10267,BACKGROUND
T10268,RESULTS
T10269,METHODS
T10270,METHODS
T10271,METHODS
T10272,METHODS
T10273,BACKGROUND
T10274,RESULTS
T10275,BACKGROUND
T10276,METHODS
T10277,BACKGROUND
T10278,METHODS
T10279,BACKGROUND
T10280,BACKGROUND
T10281,BACKGROUND
T10282,BACKGROUND
T10283,METHODS
T10284,RESULTS
T10285,OBJECTIVES
T10286,BACKGROUND
T10287,BACKGROUND
T10288,METHODS
T10289,BACKGROUND
T10290,METHODS
T10291,METHODS
T10292,METHODS
T10293,BACKGROUND
T10294,RESULTS
T10295,METHODS
T10296,BACKGROUND
T10297,METHODS
T10298,BACKGROUND
T10299,METHODS
T10300,BACKGROUND
T10301,BACKGROUND
T10302,METHODS
T10303,BACKGROUND
T10304,METHODS
T10305,METHODS
T10306,BACKGROUND
T10307,BACKGROUND
T10308,METHODS
T10309,METHODS
T10310,BACKGROUND
T10311,RESULTS
T10312,METHODS
T10313,METHODS
T10314,BACKGROUND
T10315,BACKGROUND
T10316,METHODS
T10317,METHODS
T10318,METHODS
T10319,BACKGROUND
T10320,BACKGROUND
T10321,BACKGROUND
T10322,BACKGROUND
T10323,METHODS
T10324,BACKGROUND
T10325,METHODS
T10326,BACKGROUND
T10327,METHODS
T10328,RESULTS
T10329,BACKGROUND
T10330,BACKGROUND
T10331,BACKGROUND
T10332,METHODS
T10333,BACKGROUND
T10334,BACKGROUND
T10335,BACKGROUND
T10336,RESULTS
T10337,RESULTS
T10338,BACKGROUND
T10339,METHODS
T10340,METHODS
T10341,METHODS
T10342,BACKGROUND
T10343,METHODS
T10344,BACKGROUND
T10345,METHODS
T10346,METHODS
T10347,BACKGROUND
T10348,BACKGROUND
T10349,BACKGROUND
T10350,METHODS
T10351,METHODS
T10352,METHODS
T10353,METHODS
T10354,RESULTS
T10355,BACKGROUND
T10356,BACKGROUND
T10357,METHODS
T10358,BACKGROUND
T10359,METHODS
T10360,METHODS
T10361,METHODS
T10362,RESULTS
T10363,METHODS
T10364,RESULTS
T10365,METHODS
T10366,METHODS
T10367,METHODS
T10368,RESULTS
T10369,RESULTS
T10370,BACKGROUND
T10371,BACKGROUND
T10372,METHODS
T10373,BACKGROUND
T10374,BACKGROUND
T10375,BACKGROUND
T10376,METHODS
T10377,RESULTS
T10378,METHODS
T10379,BACKGROUND
T10380,METHODS
T10381,METHODS
T10382,METHODS
T10383,METHODS
T10384,BACKGROUND
T10385,BACKGROUND
T10386,BACKGROUND
T10387,METHODS
T10388,RESULTS
T10389,BACKGROUND
T10390,METHODS
T10391,BACKGROUND
T10392,RESULTS
T10393,BACKGROUND
T10394,BACKGROUND
T10395,RESULTS
T10396,METHODS
T10397,METHODS
T10398,METHODS
T10399,BACKGROUND
T10400,METHODS
T10401,BACKGROUND
T10402,METHODS
T10403,BACKGROUND
T10404,METHODS
T10405,METHODS
T10406,METHODS
T10407,BACKGROUND
T10408,RESULTS
T10409,RESULTS
T10410,METHODS
T10411,OBJECTIVES
T10412,BACKGROUND
T10413,METHODS
T10414,METHODS
T10415,BACKGROUND
T10416,METHODS
T10417,METHODS
T10418,METHODS
T10419,RESULTS
T10420,BACKGROUND
T10421,BACKGROUND
T10422,RESULTS
T10423,RESULTS
T10424,METHODS
T10425,METHODS
T10426,METHODS
T10427,METHODS
T10428,RESULTS
T10429,BACKGROUND
T10430,BACKGROUND
T10431,BACKGROUND
T10432,BACKGROUND
T10433,METHODS
T10434,METHODS
T10435,METHODS
T10436,BACKGROUND
T10437,RESULTS
T10438,METHODS
T10439,RESULTS
T10440,METHODS
T10441,METHODS
T10442,METHODS
T10443,BACKGROUND
T10444,BACKGROUND
T10445,OBJECTIVES
T10446,METHODS
T10447,METHODS
T10448,BACKGROUND
T10449,METHODS
T10450,BACKGROUND
T10451,BACKGROUND
T10452,METHODS
T10453,METHODS
T10454,METHODS
T10455,METHODS
T10456,METHODS
T10457,OBJECTIVES
T10458,BACKGROUND
T10459,RESULTS
T10460,RESULTS
T10461,BACKGROUND
T10462,METHODS
T10463,RESULTS
T10464,BACKGROUND
T10465,RESULTS
T10466,METHODS
T10467,METHODS
T10468,METHODS
T10469,BACKGROUND
T10470,OBJECTIVES
T10471,METHODS
T10472,METHODS
T10473,BACKGROUND
T10474,BACKGROUND
T10475,METHODS
T10476,RESULTS
T10477,BACKGROUND
T10478,BACKGROUND
T10479,METHODS
T10480,RESULTS
T10481,RESULTS
T10482,METHODS
T10483,RESULTS
T10484,METHODS
T10485,BACKGROUND
T10486,METHODS
T10487,RESULTS
T10488,BACKGROUND
T10489,METHODS
T10490,METHODS
T10491,METHODS
T10492,BACKGROUND
T10493,METHODS
T10494,BACKGROUND
T10495,BACKGROUND
T10496,METHODS
T10497,BACKGROUND
T10498,METHODS
T10499,METHODS
T10500,BACKGROUND
T10501,BACKGROUND
T10502,METHODS
T10503,BACKGROUND
T10504,BACKGROUND
T10505,METHODS
T10506,BACKGROUND
T10507,METHODS
T10508,METHODS
T10509,METHODS
T10510,RESULTS
T10511,METHODS
T10512,BACKGROUND
T10513,BACKGROUND
T10514,BACKGROUND
T10515,METHODS
T10516,BACKGROUND
T10517,BACKGROUND
T10518,METHODS
T10519,RESULTS
T10520,METHODS
T10521,BACKGROUND
T10522,METHODS
T10523,BACKGROUND
T10524,METHODS
T10525,METHODS
T10526,RESULTS
T10527,METHODS
T10528,METHODS
T10529,BACKGROUND
T10530,BACKGROUND
T10531,RESULTS
T10532,METHODS
T10533,BACKGROUND
T10534,BACKGROUND
T10535,BACKGROUND
T10536,METHODS
T10537,RESULTS
T10538,BACKGROUND
T10539,BACKGROUND
T10540,BACKGROUND
T10541,BACKGROUND
T10542,METHODS
T10543,BACKGROUND
T10544,METHODS
T10545,METHODS
T10546,METHODS
T10547,METHODS
T10548,METHODS
T10549,BACKGROUND
T10550,BACKGROUND
T10551,RESULTS
T10552,METHODS
T10553,METHODS
T10554,RESULTS
T10555,BACKGROUND
T10556,RESULTS
T10557,BACKGROUND
T10558,BACKGROUND
T10559,BACKGROUND
T10560,METHODS
T10561,BACKGROUND
T10562,RESULTS
T10563,METHODS
T10564,RESULTS
T10565,METHODS
T10566,RESULTS
T10567,METHODS
T10568,METHODS
T10569,RESULTS
T10570,METHODS
T10571,METHODS
T10572,METHODS
T10573,METHODS
T10574,BACKGROUND
T10575,BACKGROUND
T10576,RESULTS
T10577,RESULTS
T10578,RESULTS
T10579,METHODS
T10580,RESULTS
T10581,RESULTS
T10582,BACKGROUND
T10583,METHODS
T10584,BACKGROUND
T10585,BACKGROUND
T10586,BACKGROUND
T10587,METHODS
T10588,BACKGROUND
T10589,BACKGROUND
T10590,METHODS
T10591,METHODS
T10592,METHODS
T10593,METHODS
T10594,BACKGROUND
T10595,METHODS
T10596,BACKGROUND
T10597,METHODS
T10598,METHODS
T10599,RESULTS
T10600,METHODS
T10601,BACKGROUND
T10602,BACKGROUND
T10603,BACKGROUND
T10604,METHODS
T10605,METHODS
T10606,BACKGROUND
T10607,METHODS
T10608,METHODS
T10609,BACKGROUND
T10610,RESULTS
T10611,METHODS
T10612,BACKGROUND
T10613,BACKGROUND
T10614,BACKGROUND
T10615,METHODS
T10616,BACKGROUND
T10617,BACKGROUND
T10618,METHODS
T10619,RESULTS
T10620,BACKGROUND
T10621,METHODS
T10622,BACKGROUND
T10623,METHODS
T10624,METHODS
T10625,BACKGROUND
T10626,BACKGROUND
T10627,BACKGROUND
T10628,RESULTS
T10629,METHODS
T10630,BACKGROUND
T10631,BACKGROUND
T10632,OBJECTIVES
T10633,METHODS
T10634,BACKGROUND
T10635,RESULTS
T10636,RESULTS
T10637,BACKGROUND
T10638,BACKGROUND
T10639,BACKGROUND
T10640,METHODS
T10641,METHODS
T10642,METHODS
T10643,RESULTS
T10644,METHODS
T10645,BACKGROUND
T10646,METHODS
T10647,RESULTS
T10648,BACKGROUND
T10649,RESULTS
T10650,METHODS
T10651,METHODS
T10652,RESULTS
T10653,BACKGROUND
T10654,METHODS
T10655,METHODS
T10656,METHODS
T10657,BACKGROUND
T10658,METHODS
T10659,BACKGROUND
T10660,BACKGROUND
T10661,METHODS
T10662,RESULTS
T10663,METHODS
T10664,BACKGROUND
T10665,METHODS
T10666,METHODS
T10667,METHODS
T10668,METHODS
T10669,METHODS
T10670,METHODS
T10671,METHODS
T10672,METHODS
T10673,METHODS
T10674,OBJECTIVES
T10675,METHODS
T10676,BACKGROUND
T10677,METHODS
T10678,BACKGROUND
T10679,BACKGROUND
T10680,METHODS
T10681,METHODS
T10682,BACKGROUND
T10683,BACKGROUND
T10684,RESULTS
T10685,BACKGROUND
T10686,OBJECTIVES
T10687,BACKGROUND
T10688,BACKGROUND
T10689,BACKGROUND
T10690,BACKGROUND
T10691,METHODS
T10692,METHODS
T10693,BACKGROUND
T10694,BACKGROUND
T10695,RESULTS
T10696,BACKGROUND
T10697,BACKGROUND
T10698,METHODS
T10699,METHODS
T10700,BACKGROUND
T10701,BACKGROUND
T10702,METHODS
T10703,RESULTS
T10704,BACKGROUND
T10705,METHODS
T10706,BACKGROUND
T10707,RESULTS
T10708,RESULTS
T10709,RESULTS
T10710,BACKGROUND
T10711,BACKGROUND
T10712,OBJECTIVES
T10713,METHODS
T10714,RESULTS
T10715,BACKGROUND
T10716,RESULTS
T10717,METHODS
T10718,BACKGROUND
T10719,BACKGROUND
T10720,BACKGROUND
T10721,RESULTS
T10722,METHODS
T10723,BACKGROUND
T10724,METHODS
T10725,METHODS
T10726,METHODS
T10727,METHODS
T10728,BACKGROUND
T10729,METHODS
T10730,BACKGROUND
T10731,BACKGROUND
T10732,METHODS
T10733,METHODS
T10734,METHODS
T10735,RESULTS
T10736,METHODS
T10737,METHODS
T10738,METHODS
T10739,METHODS
T10740,RESULTS
T10741,BACKGROUND
T10742,METHODS
T10743,RESULTS
T10744,BACKGROUND
T10745,BACKGROUND
T10746,METHODS
