,Abstract,Task 1
19820,QoS based User Driven scheduler for grid also provides reliability of the grid systems and increase the performance of the grid to reducing the execution time of job by applying scheduling policies defined by the user.,BACKGROUND/RESULTS
19821,"The main aim of this paper is to distribute the computational load among the available grid nodes and to developed a QoS based scheduling algorithm for grid and making grid more reliable.Grid computing system is different from conventional distributed computing systems by its focus on large scale resource sharing, where processors and communication have significant inuence on Grid computing reliability.",BACKGROUND/OBJECTIVES
19824,"At this point in time, two major areas of physics, statistical mechanics and quantum mechanics, rest on the foundations of probability and entropy.",BACKGROUND
19825,"The last century saw several significant fundamental advances in our understanding of the process of inference, which make it clear that these are inferential theories.",BACKGROUND
19826,"That is, rather than being a description of the behavior of the universe, these theories describe how observers can make optimal predictions about the universe.",BACKGROUND
19827,"In such a picture, information plays a critical role.",BACKGROUND
19828,"What is more is that little clues, such as the fact that black holes have entropy, continue to suggest that information is fundamental to physics in general.",BACKGROUND
19829,"In the last decade, our fundamental understanding of probability theory has led to a Bayesian revolution.",BACKGROUND
19830,"In addition, we have come to recognize that the foundations go far deeper and that Cox's approach of generalizing a Boolean algebra to a probability calculus is the first specific example of the more fundamental idea of assigning valuations to partially-ordered sets.",BACKGROUND
19835,Cover song detection is a very relevant task in Music Information Retrieval (MIR) studies and has been mainly addressed using audio-based systems.,BACKGROUND
19836,"Despite its potential impact in industrial contexts, low performances and lack of scalability have prevented such systems from being adopted in practice for large applications.",BACKGROUND
19842,"Deep learning techniques have recently demonstrated broad success in predicting complex dynamical systems ranging from turbulence to human speech, motivating broader questions about how neural networks encode and represent dynamical rules.",BACKGROUND/OBJECTIVES
19855,"Full-Duplex (FD) wireless and Device-to-Device (D2D) communication are two promising technologies that aspire to enhance the spectrum and energy efficiency of wireless networks, thus fulfilling key requirements of the 5th generation (5G) of mobile networks.",BACKGROUND
19859,"Polarization of opinion is an important feature of public debate on political, social and cultural topics.",BACKGROUND
19860,"The availability of large internet databases of users' ratings has permitted quantitative analysis of polarization trends-for instance, previous studies have included analyses of controversial topics on Wikipedia, as well as the relationship between online reviews and a product's perceived quality.",BACKGROUND
19867,Kudekar et al. proved that the belief-propagation (BP) threshold for low-density parity-check codes can be boosted up to the maximum-a-posteriori (MAP) threshold by spatial coupling.,BACKGROUND
19882,"Convolutional neural networks belong to the most successul image classifiers, but the adaptation of their network architecture to a particular problem is computationally expensive.",BACKGROUND
19886,"This work investigates a central problem in steganography, that is: How much data can safely be hidden without being detected?",BACKGROUND
19893,Mobile manipulation tasks are one of the key challenges in the field of search and rescue (SAR) robotics requiring robots with flexible locomotion and manipulation abilities.,BACKGROUND
19894,"Since the tasks are mostly unknown in advance, the robot has to adapt to a wide variety of terrains and workspaces during a mission.",BACKGROUND
19895,The centaur-like robot Centauro has a hybrid legged-wheeled base and an anthropomorphic upper body to carry out complex tasks in environments too dangerous for humans.,BACKGROUND
19896,"Due to its high number of degrees of freedom, controlling the robot with direct teleoperation approaches is challenging and exhausting.",BACKGROUND
19897,Supervised autonomy approaches are promising to increase quality and speed of control while keeping the flexibility to solve unknown tasks.,BACKGROUND
19917,"Music recommender systems have become a key technology supporting the access to increasingly larger music catalogs in on-line music streaming services, on-line music shops, and private collections.",BACKGROUND
19918,The interaction of users with large music catalogs is a complex phenomenon researched from different disciplines.,BACKGROUND
19933,Recurrent neural networks (RNNs) are widely used to model sequential data but their non-linear dependencies between sequence elements prevent parallelizing training over sequence length.,BACKGROUND
19938,"DNA sequencing is the physical or biochemical process of identifying the location of the four bases (Adenine, Guanine, Cytosine, Thymine) in a DNA strand.",BACKGROUND
19939,"As semiconductor technology revolutionized computing, DNA sequencing technology (termed Next Generation Sequencing, NGS) revolutionized genomic research.",BACKGROUND
19940,Modern NGS platforms can sequence hundreds of millions of short DNA fragments in parallel.,BACKGROUND
19941,The output short DNA fragments from NGS platforms are termed reads.,BACKGROUND
19942,"Mapping each output read to a reference genome of the same species (i.e., read mapping) is a common critical first step in a rich and diverse set of emerging bioinformatics applications.",BACKGROUND
19943,"The importance of read mapping motivated various sequence alignment and mapping algorithms, which start to fall short of tackling the growing scale of the problem.",BACKGROUND
19948,"We consider a multi-cell Massive MIMO system in a line-of-sight (LoS) propagation environment, for which each user is served by one base station, with no cooperation among the base stations.",BACKGROUND
19949,"Each base station knows the channel between its service antennas and its users, and uses these channels for precoding and decoding.",BACKGROUND
19953,Today's wireless networks are characterized by fixed spectrum assignment policy.,BACKGROUND
19954,The limited available spectrum and the inefficiency in the spectrum usage necessitate a new communication paradigm to exploit the existing wireless spectrum opportunistically.,BACKGROUND
19955,Cognitive radio is a paradigm for wireless communication in which either a network or a wireless node changes its transmission or reception parameters to communicate efficiently avoiding interference with licensed or unlicensed users.,BACKGROUND
19964,"Although the standard formulations of prediction problems involve fully-observed and noiseless data drawn in an i.i.d. manner, many applications involve noisy and/or missing data, possibly involving dependence, as well.",BACKGROUND
19966,"Many standard approaches to noisy or missing data, such as those using the EM algorithm, lead to optimization problems that are inherently nonconvex, and it is difficult to establish theoretical guarantees on practical algorithms.",BACKGROUND
19971,"Driven by applications like Micro Aerial Vehicles (MAVs), driver-less cars, etc, localization solution has become an active research topic in the past decade.",BACKGROUND
19972,"In recent years, Ultra Wideband (UWB) emerged as a promising technology because of its impressive performance in both indoor and outdoor positioning.",BACKGROUND
19973,"But algorithms relying only on UWB sensor usually result in high latency and low bandwidth, which is undesirable in some situations such as controlling a MAV.",BACKGROUND
19977,The course description provided by instructors is an important piece of information as it defines what is expected from the instructor and what he/she is going to deliver during a particular course.,BACKGROUND
19978,One of the key components of a course description is the Learning Outcomes section.,BACKGROUND
19979,The contents of this section are used by program managers who are tasked to compare and match two different courses during the development of Transfer Agreements between different institutions.,BACKGROUND
19983,Machine learning based solutions have been successfully employed for automatic detection of malware in Android applications.,BACKGROUND
19984,"However, machine learning models are known to lack robustness against inputs crafted by an adversary.",BACKGROUND
19985,"So far, the adversarial examples can only deceive Android malware detectors that rely on syntactic features, and the perturbations can only be implemented by simply modifying Android manifest.",BACKGROUND
19986,"While recent Android malware detectors rely more on semantic features from Dalvik bytecode rather than manifest, existing attacking/defending methods are no longer effective.",BACKGROUND
19995,We consider the provision of public goods on networks of strategic agents.,BACKGROUND
19996,"We study different effort outcomes of these network games, namely, the Nash equilibria, Pareto efficient effort profiles, and semi-cooperative equilibria (effort profiles resulting from interactions among coalitions of agents).",BACKGROUND/OBJECTIVES
20009,"In effect, while in the k-means we set the number of clusters in advance and then test the associated R-squared ratio; in the GC we set an R-squared threshold lower limit in advance and minimize k. We present two Variable Neighborhood Search (VNS) based heuristics for the GC problem.",BACKGROUND/METHODS
20013,"Interacting systems are prevalent in nature, from dynamical systems in physics to complex societal dynamics.",BACKGROUND
20014,"The interplay of components can give rise to complex behavior, which can often be explained using a simple model of the system's constituent parts.",BACKGROUND
20019,Assisted text input techniques can save time and effort and improve text quality.,BACKGROUND
20027,"Temporal object detection has attracted significant attention, but most popular detection methods can not leverage the rich temporal information in videos.",BACKGROUND
20028,"Very recently, many different algorithms have been developed for video detection task, but real-time online approaches are frequently deficient.",BACKGROUND
20038,An energy-harvesting sensor node that is sending status updates to a destination is considered.,BACKGROUND
20039,"The sensor is equipped with a battery of finite size to save its incoming energy, and consumes one unit of energy per status update transmission, which is delivered to the destination instantly over an error-free channel.",BACKGROUND
20041,AoI is defined as the time elapsed since the latest update has reached at the destination.,BACKGROUND
20042,"Two energy arrival models are considered: a random battery recharge (RBR) model, and an incremental battery recharge (IBR) model.",BACKGROUND
20043,"In both models, energy arrives according to a Poisson process with unit rate, with values that completely fill up the battery in the RBR model, and with values that fill up the battery incrementally, unit-by-unit, in the IBR model.",BACKGROUND
20050,"(Note that, the proof of Theorem 1 in the abstract was presented in the previous version (arXiv:0901.2703v1).)",BACKGROUND
20051,Information hiding is an active area of research where secret information is embedded in innocent-looking carriers such as images and videos for hiding its existence while maintaining their visual quality.,BACKGROUND
20052,"Researchers have presented various image steganographic techniques since the last decade, focusing on payload and image quality.",BACKGROUND
20053,"However, there is a trade-off between these two metrics and keeping a better balance between them is still a challenging issue.",BACKGROUND
20054,"In addition, the existing methods fail to achieve better security due to direct embedding of secret data inside images without encryption consideration, making data extraction relatively easy for adversaries.",BACKGROUND
20058,"Program transformations are widely used in synthesis, optimization, and maintenance of software.",BACKGROUND
20059,Correctness of program transformations depends on preservation of some important properties of the input program.,BACKGROUND
20060,"By regarding programs as Kripke structures, many interesting properties of programs can be expressed in temporal logics.",BACKGROUND
20061,"In temporal logic, a formula is interpreted on a single program.",BACKGROUND
20069,Multilingual spoken dialogue systems have gained prominence in the recent past necessitating the requirement for a front-end Language Identification (LID) system.,BACKGROUND
20070,Most of the existing LID systems rely on modeling the language discriminative information from low-level acoustic features.,BACKGROUND
20078,"Differential equations are used as numerical models to describe physical phenomena throughout the field of engineering and science, including heat and fluid flow, structural bending, and systems dynamics.",BACKGROUND
20085,"The idea of style transfer has largely only been explored in image-based tasks, which we attribute in part to the specific nature of loss functions used for style transfer.",BACKGROUND
20088,"In this paper, we present UNet++, a new, more powerful architecture for medical image segmentation.",BACKGROUND/OBJECTIVES
20101,"A temporal graph is a data structure, consisting of nodes and edges in which the edges are associated with time labels.",BACKGROUND
20106,"In order to boost the performance of data-intensive computing on HPC systems, in-memory computing frameworks, such as Apache Spark and Flink, use local DRAM for data storage.",BACKGROUND
20107,Optimizing the memory allocation to data storage is critical to delivering performance to traditional HPC compute jobs and throughput to data-intensive applications sharing the HPC resources.,BACKGROUND
20108,Current practices that statically configure in-memory storage may leave inadequate space for compute jobs or lose the opportunity to utilize more available space for data-intensive applications.,BACKGROUND
20113,This paper discusses sample allocation problem (SAP) in frequency-domain Compressive Sampling (CS) of time-domain signals.,BACKGROUND/OBJECTIVES
20123,An IC-plane graph is a topological graph where every edge is crossed at most once and no two crossed edges share a vertex.,BACKGROUND
20131,"An important challenge in the process of tracking and detecting the dissemination of misinformation is to understand the political gap between people that engage with the so called ""fake news"".",BACKGROUND
20132,"A possible factor responsible for this gap is opinion polarization, which may prompt the general public to classify content that they disagree or want to discredit as fake.",BACKGROUND
20141,"Extracting common narratives from multi-author dynamic text corpora requires complex models, such as the Dynamic Author Persona (DAP) topic model.",BACKGROUND
20142,"However, such models are complex and can struggle to scale to large corpora, often because of challenging non-conjugate terms.",BACKGROUND
20147,"In recent decade, many state-of-the-art algorithms on image classification as well as audio classification have achieved noticeable successes with the development of deep convolutional neural network (CNN).",BACKGROUND
20148,"However, most of the works only exploit single type of training data.",BACKGROUND
20155,"Direct numerical simulation of Stokes flow through an impermeable, rigid body matrix by finite elements requires meshes fine enough to resolve the pore-size scale and is thus a computationally expensive task.",BACKGROUND
20156,The cost is significantly amplified when randomness in the pore microstructure is present and therefore multiple simulations need to be carried out.,BACKGROUND
20157,"It is well known that in the limit of scale-separation, Stokes flow can be accurately approximated by Darcy's law with an effective diffusivity field depending on viscosity and the pore-matrix topology.",BACKGROUND
20160,"Stochastic computing (SC) is an emerging computing technique that promises high density, low power, and error tolerant solutions.",BACKGROUND
20161,"In SC, values are encoded as unary bitstreams and SC arithmetic circuits operate on one or more bitstreams.",BACKGROUND
20162,"In many cases, the input bitstreams must be correlated or uncorrelated for SC arithmetic to produce accurate results.",BACKGROUND
20163,"As a result, a key challenge for designing SC accelerators is manipulating the impact of correlation across SC operations.",BACKGROUND/OBJECTIVES
20168,"Poor road conditions are a public nuisance, causing passenger discomfort, damage to vehicles, and accidents.",BACKGROUND
20169,"In the U.S., road-related conditions are a factor in 22,000 of the 42,000 traffic fatalities each year.",BACKGROUND
20192,"Nature has always been an inspiration to researchers with its diversity and robustness of its systems, and Artificial Immune Systems are one of them.",BACKGROUND
20193,Many algorithms were inspired by ongoing discoveries of biological immune systems techniques and approaches.,BACKGROUND
20194,"One of the basic and most common approach is the Negative Selection Approach, which is simple and easy to implement.",BACKGROUND/METHODS
20195,"It was applied in many fields, but mostly in anomaly detection for the similarity of its basic idea.",BACKGROUND
20199,We introduce an algorithm for detection of bugs in sequential circuits.,BACKGROUND/OBJECTIVES
20201,The appeal of incomplete algorithms is that they scale better than their complete counterparts.,BACKGROUND/METHODS
20206,"Calculi of string diagrams are increasingly used to present the syntax and algebraic structure of various families of circuits, including signal flow graphs, electrical circuits and quantum processes.",BACKGROUND
20207,"In many such approaches, the semantic interpretation for diagrams is given in terms of relations or corelations (generalised equivalence relations) of some kind.",BACKGROUND/METHODS
20217,This article presents a measure of semantic similarity in an IS-A taxonomy based on the notion of shared information content.,BACKGROUND/METHODS
20220,"The basic idea behind information algebras is that information comes in pieces, each referring to a certain question, that these pieces can be combined or aggregated and that the part relating to a given question can be extracted.",BACKGROUND
20221,This algebraic structure can be given different forms.,BACKGROUND
20222,Questions were originally represented by subsets of variables.,BACKGROUND
20223,Pieces of information were then represented by valuations associated with the domains of variables.,BACKGROUND
20224,This leads to an algebraic structure called valuation algebras.,BACKGROUND
20225,The basic axiomatics of this algebraic structure was in essence proposed by Shenoy and Shafer.,BACKGROUND
20232,Recent networking research has identified that data-driven congestion control (CC) can be more efficient than traditional CC in TCP.,BACKGROUND
20233,"Deep reinforcement learning (RL), in particular, has the potential to learn optimal network policies.",BACKGROUND
20234,"However, RL suffers from instability and over-fitting, deficiencies which so far render it unacceptable for use in datacenter networks.",BACKGROUND
20241,"We consider the problem of minimizing a linear function over an affine section of the cone of positive semidefinite matrices, with the additional constraint that the feasible matrix has prescribed rank.",BACKGROUND
20242,"When the rank constraint is active, this is a non-convex optimization problem, otherwise it is a semidefinite program.",BACKGROUND
20243,"Both find numerous applications especially in systems control theory and combinatorial optimization, but even in more general contexts such as polynomial optimization or real algebra.",BACKGROUND
20248,"Weakly supervised temporal action detection is a Herculean task in understanding untrimmed videos, since no supervisory signal except the video-level category label is available on training data.",BACKGROUND
20249,"Under the supervision of category labels, weakly supervised detectors are usually built upon classifiers.",BACKGROUND
20250,"However, there is an inherent contradiction between classifier and detector; i.e., a classifier in pursuit of high classification performance prefers top-level discriminative video clips that are extremely fragmentary, whereas a detector is obliged to discover the whole action instance without missing any relevant snippet.",BACKGROUND/OBJECTIVES
20265,Neural machine translation (NMT) becomes a new approach to machine translation and generates much more fluent results compared to statistical machine translation (SMT).,BACKGROUND
20266,"However, SMT is usually better than NMT in translation adequacy.",BACKGROUND/OBJECTIVES
20270,Deep Neural Networks (DNNs) often struggle with one-shot learning where we have only one or a few labeled training examples per category.,BACKGROUND
20276,"In recent years, the importance of deep learning has significantly increased in pattern recognition, computer vision, and artificial intelligence research, as well as in industry.",BACKGROUND
20277,"However, despite the existence of multiple deep learning frameworks, there is a lack of comprehensible and easy-to-use high-level tools for the design, training, and testing of deep neural networks (DNNs).",BACKGROUND
20279,"While Caffe is one of the most popular frameworks for training DNNs, editing prototext files in order to specify the net architecture and hyper parameters can become a cumbersome and error-prone task.",BACKGROUND
20281,Privacy definitions provide ways for trading-off the privacy of individuals in a statistical database for the utility of downstream analysis of the data.,BACKGROUND
20292,"Instead of time-synchronization as employed in (pseudo-) passive radar configurations, which require at least two synchronized receivers, we use direct reception signal in a single receiver system as a reference to the exact location of the target echoes.",BACKGROUND/METHODS
20302,Autonomous dual-arm manipulation is an essential skill to deploy robots in unstructured scenarios.,BACKGROUND
20303,"However, this is a challenging undertaking, particularly in terms of perception and planning.",BACKGROUND
20304,Unstructured scenarios are full of objects with different shapes and appearances that have to be grasped in a very specific manner so they can be functionally used.,BACKGROUND/OBJECTIVES
20311,Learning from a real-world data stream and continuously updating the model without explicit supervision is a new challenge for NLP applications with machine learning components.,BACKGROUND/OBJECTIVES
20316,"Minimisation of discrete energies defined over factors is an important problem in computer vision, and a vast number of MAP inference algorithms have been proposed.",BACKGROUND
20317,"Different inference algorithms perform better on factor graph models (GMs) from different underlying problem classes, and in general it is difficult to know which algorithm will yield the lowest energy for a given GM.",BACKGROUND/OBJECTIVES
20318,"To mitigate this difficulty, survey papers advise the practitioner on what algorithms perform well on what classes of models.",BACKGROUND
20322,"Domain knowledge can often be encoded in the structure of a network, such as convolutional layers for vision, which has been shown to increase generalization and decrease sample complexity, or the number of samples required for successful learning.",BACKGROUND
20326,The need for wireless communication has driven the communication systems to high performance.,BACKGROUND
20327,"However, the main bottleneck that affects the communication capability is the Fast Fourier Transform (FFT), which is the core of most modulators.",BACKGROUND
20337,"In this paper, we present ""FabSearch"", a prototype search engine for sourcing manufacturer service providers, by making use of the product manufacturing information contained within a 3D digital file of a product.",BACKGROUND
20346,We slightly improve the known lower bound on the asymptotic competitive ratio for online bin packing of rectangles.,BACKGROUND/RESULTS
20354,"In the proof we employ and extend sparse approximation techniques, in particular the Kushilevitz-Mansour algorithm, in combination with probabilistic simulation methods for quantum circuits.",BACKGROUND
20355,"Provided significant future progress in artificial intelligence and computing, it may ultimately be possible to create multiple Artificial General Intelligences (AGIs), and possibly entire societies living within simulated environments.",BACKGROUND
20356,"In that case, it should be possible to improve the problem solving capabilities of the system by increasing the speed of the simulation.",BACKGROUND
20361,Modal analysis is the process of estimating a system's modal parameters such as its natural frequencies and mode shapes.,BACKGROUND
20362,"One application of modal analysis is in structural health monitoring (SHM), where a network of sensors may be used to collect vibration data from a physical structure such as a building or bridge.",BACKGROUND
20363,There is a growing interest in developing automated techniques for SHM based on data collected in a wireless sensor network.,BACKGROUND
20364,"In order to conserve power and extend battery life, however, it is desirable to minimize the amount of data that must be collected and transmitted in such a sensor network.",BACKGROUND
20369,"In order to handle the complexity and heterogeneity of mod- ern instruction set architectures, analysis platforms share a common design, the adoption of hardware-independent intermediate representa- tions.",BACKGROUND
20370,The usage of these platforms to verify systems down to binary-level is appealing due to the high degree of automation they provide.,BACKGROUND
20378,Systems for symbolic event recognition infer occurrences of events in time using a set of event definitions in the form of first-order rules.,BACKGROUND
20379,"The Event Calculus is a temporal logic that has been used as a basis in event recognition applications, providing among others, direct connections to machine learning, via Inductive Logic Programming (ILP).",BACKGROUND
20388,The measurement of the biological tissue's electrical impedance is an active research field that has attracted a lot of attention during the last decades.,BACKGROUND
20389,"Bio-impedances are closely related to a large variety of physiological conditions; therefore, they are useful for diagnosis and monitoring in many medical applications.",BACKGROUND
20390,"Measuring living tissues, however, is a challenging task that poses countless technical and practical problems, in particular if the tissues need to be measured under the skin.",BACKGROUND/OBJECTIVES
20400,Strongly multiplicative linear secret sharing schemes (LSSS) have been a powerful tool for constructing secure multiparty computation protocols.,BACKGROUND
20408,"Training models for the automatic correction of machine-translated text usually relies on data consisting of (source, MT, human post- edit) triplets providing, for each source sentence, examples of translation errors with the corresponding corrections made by a human post-editor.",BACKGROUND
20409,"Ideally, a large amount of data of this kind should allow the model to learn reliable correction patterns and effectively apply them at test stage on unseen (source, MT) pairs.",BACKGROUND
20410,"In practice, however, their limited availability calls for solutions that also integrate in the training process other sources of knowledge.",BACKGROUND
20411,"Along this direction, state-of-the-art results have been recently achieved by systems that, in addition to a limited amount of available training data, exploit artificial corpora that approximate elements of the ""gold"" training instances with automatic translations.",BACKGROUND
20421,"Visual reasoning with compositional natural language instructions, e.g., based on the newly-released Cornell Natural Language Visual Reasoning (NLVR) dataset, is a challenging task, where the model needs to have the ability to create an accurate mapping between the diverse phrases and the several objects placed in complex arrangements in the image.",BACKGROUND/OBJECTIVES
20434,"A major issue for policy makers and planners is the definition of the ""ideal"" regional partition, i.e. the delimitation of sub-regional domains showing a sufficient level of homogeneity with respect to some specific territorial features.",BACKGROUND
20435,"In Sardinia, the second major island in the Mediterranean sea, politicians and analysts have been involved in a 50 year process of identification of the correct pattern for the province, an intermediate administrative body in between the Regional and the municipal administration.",BACKGROUND
20439,The unprecedented growth of Internet users in recent years has resulted in an abundance of unstructured information in the form of social media text.,BACKGROUND
20440,A large percentage of this population is actively engaged in health social networks to share health-related information.,BACKGROUND
20448,"Unlike many complex networks studied in the literature, social networks rarely exhibit unanimous behavior, or consensus.",BACKGROUND
20449,"This requires a development of mathematical models that are sufficiently simple to be examined and capture, at the same time, the complex behavior of real social groups, where opinions and actions related to them may form clusters of different size.",BACKGROUND
20450,"One such model, proposed by Friedkin and Johnsen, extends the idea of conventional consensus algorithm (also referred to as the iterative opinion pooling) to take into account the actors' prejudices, caused by some exogenous factors and leading to disagreement in the final opinions.",BACKGROUND
20455,Directional or Circular statistics are pertaining to the analysis and interpretation of directions or rotations.,BACKGROUND
20462,Encoder-decoder models typically only employ words that are frequently used in the training corpus to reduce the computational costs and exclude noise.,BACKGROUND
20477,"While it is known that shared quantum entanglement can offer improved solutions to a number of purely cooperative tasks for groups of remote agents, controversy remains regarding the legitimacy of quantum games in a competitive setting--in particular, whether they offer any advantage beyond what is achievable using classical resources.",BACKGROUND
20482,"In the ML value network, different values (win rates) are trained simultaneously for different settings of komi, a compensation given to balance the initiative of playing first.",BACKGROUND
20491,"Public scientists (scientists only from now onwards), understood as a member of the teaching and/or research staff of a public university or a public research organization (including humanities and social sciences), benefit the academic community, industry and other social collectives through teaching and research.",BACKGROUND
20492,Active involvement of scientists in culture is part of the richness of developed societies.,BACKGROUND
20493,Some voices in current debates on the evaluation of societal impact and the role of universities towards social development are claiming a refocus from a socioeconomic perspective to also including sociocultural benefits from academiaIn this paper we will focus in one facet of cultural engagement; writing literary fiction.,BACKGROUND
20494,"We will narrow our general objective to local activities, due to the interest in the engagement of scientist on this geographic dimension.",BACKGROUND
20497,"Despite the recent popularity of word embedding methods, there is only a small body of work exploring the limitations of these representations.",BACKGROUND
20501,Graphics Processing Units (GPUs) maintain a large register file to increase the thread level parallelism (TLP).,BACKGROUND
20502,"To increase the TLP further, recent GPUs have increased the number of on-chip registers in every generation.",BACKGROUND
20503,"However, with the increase in the register file size, the leakage power increases.",BACKGROUND
20504,"Also, with the technology advances, the leakage power component has increased and has become an important consideration for the manufacturing process.",BACKGROUND
20505,The leakage power of a register file can be reduced by turning infrequently used registers into low power (drowsy or off) state after accessing them.,BACKGROUND
20514,3D pose estimation is a key component of many important computer vision tasks such as autonomous navigation and 3D scene understanding.,BACKGROUND
20515,Most state-of-the-art approaches to 3D pose estimation solve this problem as a pose-classification problem in which the pose space is discretized into bins and a CNN classifier is used to predict a pose bin.,BACKGROUND
20524,This document is an updated version of our competition proposal that was accepted in the competition track of 32nd Conference on Neural Information Processing Systems (NIPS 2018).,BACKGROUND
20525,"Estimation of surface curvature from range data is important for a range of tasks in computer vision and robotics, object segmentation, object recognition and robotic grasping estimation.",BACKGROUND
20528,Additionally previous methods with a similar formulation use less robust techniques less applicable to a high noise sensor.,BACKGROUND
20531,"Many machine learning image classifiers are vulnerable to adversarial attacks, inputs with perturbations designed to intentionally trigger misclassification.",BACKGROUND
20532,"Current adversarial methods directly alter pixel colors and evaluate against pixel norm-balls: pixel perturbations smaller than a specified magnitude, according to a measurement norm.",BACKGROUND
20533,"This evaluation, however, has limited practical utility since perturbations in the pixel space do not correspond to underlying real-world phenomena of image formation that lead to them and has no security motivation attached.",BACKGROUND
20534,Pixels in natural images are measurements of light that has interacted with the geometry of a physical scene.,BACKGROUND
20545,"The algorithm assumes minimal initial information, i.e., a set of catalog attributes, and defines decisional features as logic formulae combining Boolean and algebraic constraints over the attributes.",BACKGROUND
20554,We consider a constrained minimax single-facility location problem with addends on the plane with rectilinear distance.,BACKGROUND
20561,Experience plays a critical role in crafting high impact scientific work.,BACKGROUND
20562,"This is particularly evident in top multidisciplinary journals, where a scientist is unlikely to appear as senior author if they have not previously published within the same journal.",BACKGROUND
20567,"For reliable transmission across a noisy communication channel, classical results from information theory show that it is asymptotically optimal to separate out the source and channel coding processes.",BACKGROUND
20576,Markerless tracking of hands and fingers is a promising enabler for human-computer interaction.,BACKGROUND
20577,"However, adoption has been limited because of tracking inaccuracies, incomplete coverage of motions, low framerate, complex camera setups, and high computational requirements.",BACKGROUND
20585,"In general, professionals still ignore scientific evidence in place of expert opinions in most of their decision-making.",BACKGROUND
20586,"For this reason, it is still common to see the adoption of new software technologies in the field without any scientific basis or well-grounded criteria, but on the opinions of experts.",BACKGROUND
20587,Experimental Software Engineering is of paramount importance to provide the foundations to understand the limits and applicability of software technologies.,BACKGROUND
20588,The need to better observe and understand the practice of Software Engineering leads us to look for alternative experimental approaches to support our studies.,BACKGROUND
20589,Different research strategies can be used to explore different Software Engineering practices.,BACKGROUND
20594,"In human face-based biometrics, gender classification and age estimation are two typical learning tasks.",BACKGROUND
20607,The best-known algorithms for this problem are iterative in nature and rely on so-called spectral initializers that provide accurate initialization vectors.,BACKGROUND
20611,Manipulations of return addresses on the stack are the basis for a variety of attacks on programs written in memory unsafe languages.,BACKGROUND
20612,Dual stack schemes for protecting return addresses promise an efficient and effective defense against such attacks.,BACKGROUND
20613,"By introducing a second, safe stack to separate return addresses from potentially unsafe stack objects, they prevent attacks that, for example, maliciously modify a return address by overflowing a buffer.",BACKGROUND
20620,We live in a world where our personal data are both valuable and vulnerable to misappropriation through exploitation of security vulnerabilities in online services.,BACKGROUND
20621,"For instance, Dropbox, a popular cloud storage tool, has certain security flaws that can be exploited to compromise a user's data, one of which being that a user's access pattern is unprotected.",BACKGROUND
20625,"Word embeddings have been found to provide meaningful representations for words in an efficient way; therefore, they have become common in Natural Language Processing sys- tems.",BACKGROUND
20631,802.15.4 is an important underlying standard for wireless sensor networks and Internet of Things scenarios.,BACKGROUND
20634,"Community detection is one of the most active fields in complex networks analysis, due to its potential value in practical applications.",BACKGROUND
20635,Many works inspired by different paradigms are devoted to the development of algorithmic solutions allowing to reveal the network structure in such cohesive subgroups.,BACKGROUND
20636,"Comparative studies reported in the literature usually rely on a performance measure considering the community structure as a partition (Rand Index, Normalized Mutual information, etc.).",BACKGROUND
20637,"However, this type of comparison neglects the topological properties of the communities.",BACKGROUND
20646,Making neural network decisions interpretable through visualization is important both to improve models and to accelerate the adoption of black-box classifiers in application areas such as medicine.,BACKGROUND
20648,Computer vision has made remarkable progress in recent years.,BACKGROUND
20649,"Deep neural network (DNN) models optimized to identify objects in images exhibit unprecedented task-trained accuracy and, remarkably, some generalization ability: new visual problems can now be solved more easily based on previous learning.",BACKGROUND
20650,Biological vision (learned in life and through evolution) is also accurate and general-purpose.,BACKGROUND
20655,"In this paper, we propose a novel deep convolutional neural network (CNN)-based algorithm for solving ill-posed inverse problems.",BACKGROUND
20656,Regularized iterative algorithms have emerged as the standard approach to ill-posed inverse problems in the past few decades.,BACKGROUND
20663,"The heterogeneous cloud radio access network (H-CRAN) is a promising paradigm which incorporates the cloud computing into heterogeneous networks (HetNets), thereby taking full advantage of cloud radio access networks (C-RANs) and HetNets.",BACKGROUND
20664,Characterizing the cooperative beamforming with fronthaul capacity and queue stability constraints is critical for multimedia applications to improving energy efficiency (EE) in H-CRANs.,BACKGROUND
20669,Transferring the knowledge of pretrained networks to new domains by means of finetuning is a widely used practice for applications based on discriminative models.,BACKGROUND
20670,To the best of our knowledge this practice has not been studied within the context of generative deep networks.,BACKGROUND
20676,"Many tasks in music information retrieval, such as recommendation, and playlist generation for online radio, fall naturally into the query-by-example setting, wherein a user queries the system by providing a song, and the system responds with a list of relevant or similar song recommendations.",BACKGROUND
20677,Such applications ultimately depend on the notion of similarity between items to produce high-quality results.,BACKGROUND
20678,"Current state-of-the-art systems employ collaborative filter methods to represent musical items, effectively comparing items in terms of their constituent users.",BACKGROUND
20679,"While collaborative filter techniques perform well when historical data is available for each item, their reliance on historical data impedes performance on novel or unpopular items.",BACKGROUND/OBJECTIVES
20684,The potential for machine learning (ML) systems to amplify social inequities and unfairness is receiving increasing popular and academic attention.,BACKGROUND
20685,A surge of recent work has focused on the development of algorithmic tools to assess and mitigate such unfairness.,BACKGROUND
20690,Glioma is one of the most common and aggressive types of primary brain tumors.,BACKGROUND
20701,The learning of mixture models can be viewed as a clustering problem.,BACKGROUND
